"location_id","national","region","district","subcounty","facility","location_name","tx_stock","cases","year","week","q1","q3","iqr","potential_outlier"
"YkSJ96XhKro","MOH - Uganda","Bukedi","Kibuku District","Bulangira Subcounty","Bulangira HC III","Bulangira HC III",2101060,468,2022,27,984.4,802126.000000002,801141.600000002,1
"Z3WlLWhRcDR","MOH - Uganda","Lango","Otuke District","Okwang Subcounty","Barocok HC II","Barocok HC II",1215001,54,2022,31,1741.375,462115.074999997,460373.699999997,1
"Zd0CL5Qng0B","MOH - Uganda","Karamoja","Kaabong District","Kaabong West Subcounty","Kaabong Prison HC II","Kaabong Prison HC II",39960,77,2022,23,24.05,10596.7,10572.65,1
"ZqwV5PWv4Pt","MOH - Uganda","Tooro","Bundibugyo District","Tokwe Subcounty","Kanyamwirima Army HC III","Kanyamwirima Army HC III",527760,165,2022,19,5350,112342.5,106992.5,1
"a1H4RSyoXOj","MOH - Uganda","Tooro","Kyegegwa District","Hapuuyo Subcounty","Hapuuyo HC III","Hapuuyo HC III",1011060,44,2022,35,9900.6,149756,139855.4,1
"a4WmbJQWIME","MOH - Uganda","Acholi","Lamwo District","Padibe East Subcounty","Katum HC II","Katum HC II",1110160,184,2022,19,456,155346.2,154890.2,1
"a5lQTv6RKkm","MOH - Uganda","South Central","Kalungu District","Bukulula Subcounty","Kiti HC III","Kiti HC III",483200,63,2022,24,1474,57204,55730,1
"a6c8cXzJtGP","MOH - Uganda","South Central","Mpigi District","Kiringente Subcounty","Watoto HC II","Watoto HC II",4428,3,2022,6,26.2,1000,973.8,1
"a9YZv6zCYxO","MOH - Uganda","West Nile","Madi-Okollo District","Okollo Subcounty","Oyima HC III","Oyima HC III",2637702,72,2022,21,56416,390793.049999997,334377.049999997,1
"aAAa6d3Ohyf","MOH - Uganda","Bukedi","Busia District","Western Division (Busia MC)","Nabulola HC III","Nabulola HC III",3094,5,2022,36,134,1194,1060,1
"aBkmoTyWd0a","MOH - Uganda","Karamoja","Moroto District","Nadunget Subcounty","Nadunget HC III","Nadunget HC III",648800,197,2022,40,52789.5,276313.5,223524,1
"aC295RRdALc","MOH - Uganda","Kampala","Kampala District","Makindye Division","Safeguard Nursing Home Clinic HC II","Safeguard Nursing Home Clinic HC II",1202,5,2022,34,20,300,280,1
"aCfdOhOH9ni","MOH - Uganda","Karamoja","Kotido District","Western Division (Kotido MC)","Kanawat HC III","Kanawat HC III",498660,43,2022,5,16470,89617.5,73147.5,1
"aFLv0Mbd84E","MOH - Uganda","West Nile","Moyo District","Lefori Subcounty","Gwere HC II","Gwere HC II",567000,24,2022,10,9623.25,194710.499999999,185087.249999999,1
"aFuRtjSdg4X","MOH - Uganda","North Central","Mityana District","Ssekanyonyi  Town Council","Ssekanyonyi HC IV","Ssekanyonyi HC IV",1188440,31,2022,10,720,392555,391835,1
"aHrBkRnFBmb","MOH - Uganda","Busoga","Mayuge District","Bwondha Town Council","Bwondha HC II","Bwondha HC II",361580,103,2022,27,486,79175.9999999995,78689.9999999995,1
"aHuJWP6FfFo","MOH - Uganda","Ankole","Isingiro District","Rugaaga Subcounty","Rugaaga HC IV","Rugaaga HC IV",197136,77,2022,15,287.5,45907,45619.5,1
"aJHHl6ynpb3","MOH - Uganda","Ankole","Sheema District","Kashozi Division","Kashozi (Kashozi) HC III","Kashozi (Kashozi) HC III",144220,1,2022,17,4860,20466,15606,1
"aKoVWgIufTx","MOH - Uganda","Acholi","Agago District","Arum Subcounty","Acholpii HC III","Acholpii HC III",1443100,129,2022,2,28265.5,420907.5,392642,1
"aNM5X9P50rl","MOH - Uganda","Acholi","Agago District","Lira Palwo Subcounty","Lira Palwo HC III","Lira Palwo HC III",849696,109,2022,46,842.75,219026,218183.25,1
"aNW8E8PWwck","MOH - Uganda","Acholi","Lamwo District","Palabek Gem Subcounty","Palabek-Gem HC III","Palabek-Gem HC III",1232660,227,2022,25,630.5,271584,270953.5,1
"aOoSM1O7H9D","MOH - Uganda","Teso","Kumi District","Atutur Subcounty","Atutur Hospital","Atutur Hospital",5314200,434,2022,45,99310,499500,400190,1
"aP04v4fQbSd","MOH - Uganda","Lango","Dokolo District","Kangai Subcounty","Kangai HC III","Kangai HC III",838880,112,2022,4,3969.9,180792,176822.1,1
"aQTBvjHZAw9","MOH - Uganda","Tooro","Kabarole District","Busoro Subcounty","Kaswa HC III","Kaswa HC III",112400,50,2022,30,633.6,39760.0000000003,39126.4000000003,1
"aR0P43jcGZM","MOH - Uganda","Kigezi","Rukungiri District","Kebisoni Town Council","Garubunda HC II","Garubunda HC II",264674,3,2022,32,14667.2,26759.6,12092.4,1
"aTbmzoEvT5z","MOH - Uganda","South Central","Kalungu District","Kyamuliibwa Town Council","St. Joseph Of the Good Shepherd Kyamulibwa HC IV","St. Joseph Of the Good Shepherd Kyamulibwa HC IV",90000,23,2022,16,649.8,9685,9035.2,1
"aVEGxoGe7RS","MOH - Uganda","Bugisu","Mbale District","Bumbobi Subcounty","Naiku HC III","Naiku HC III",309600,140,2022,29,30,45540,45510,1
"aWtkpwtp9JE","MOH - Uganda","Kampala","Kampala District","Central Division (Kampala CCA)","Adventist Medical Centre HC III","Adventist Medical Centre HC III",212151,7,2022,4,96,20573.3249999991,20477.3249999991,1
"aXGjPN0urzK","MOH - Uganda","West Nile","Koboko District","Northern Division (Koboko MC)","Koboko Mission HC III","Koboko Mission HC III",100800,30,2022,29,44.4,23616.0000000003,23571.6000000003,1
"aXspFLZSsut","MOH - Uganda","Tooro","Kasese District","Karusandara Subcounty","Kanamba HC III","Kanamba HC III",73380,28,2022,44,238,22136.9999999998,21898.9999999998,1
"aZV3z5WZnpC","MOH - Uganda","Ankole","Isingiro District","Kashumba Subcounty","Kigaragara HC II","Kigaragara HC II",41120,6,2022,4,860,10922.5,10062.5,1
"aaNmTnGylMb","MOH - Uganda","South Central","Kalangala District","Mugoye Subcounty","St. Elizabeth Bumangi HC III","St. Elizabeth Bumangi HC III",30060,2,2022,29,979,6894.00000000004,5915.00000000004,1
"acJji9Ruj5T","MOH - Uganda","North Central","Kiboga District","Kiboga Town Council","Kiboga Hospital","Kiboga Hospital",1456200,57,2022,52,20825,451152.000000002,430327.000000002,1
"acVWpFNPBT4","MOH - Uganda","Bunyoro","Masindi District","Bwijanga Subcounty","Ntooma HC II","Ntooma HC II",306000,27,2022,29,1388.7,122672.025,121283.325,1
"adofLhuj4HH","MOH - Uganda","North Central","Luwero District","Luwero Town Council","Bishop Ascili Hospital","Bishop Ascili Hospital",83700,14,2022,1,5949,25137,19188,1
"aerTdJxlEQh","MOH - Uganda","Ankole","Bushenyi District","Kyamuhunga Town Council","Kyamuhunga HC III","Kyamuhunga HC III",59400,53,2022,29,524,20924.9999999999,20400.9999999999,1
"ahzk9fymop1","MOH - Uganda","Teso","Kumi District","Ongino Subcounty","Kumi (Ongino) Hospital","Kumi (Ongino) Hospital",57930,25,2022,9,1111.2,12980.75,11869.55,1
"al7HcOssdLZ","MOH - Uganda","Teso","Kumi District","Kanyum Subcounty","Kanyum HC III","Kanyum HC III",1110700,161,2022,13,2120,257976,255856,1
"alzpRLW14i8","MOH - Uganda","South Central","Kyotera District","Kirumba Subcounty","Kirumba HC III","Kirumba HC III",508320,58,2022,34,1791,163799.999999999,162008.999999999,1
"aq5a4s4nH5n","MOH - Uganda","South Central","Wakiso District","Gombe Division","Buwambo HC IV","Buwambo HC IV",61500,53,2022,37,454.3,21907.7499999999,21453.4499999999,1
"aqHWU5eZqU1","MOH - Uganda","Lango","Otuke District","Adwari Subcounty","Okwongo HC III","Okwongo HC III",725852,75,2022,7,6,244135.724999999,244129.724999999,1
"arSaR3TWlZL","MOH - Uganda","Teso","Kapelebyong District","Acowa Subcounty","Ajeleik HC II","Ajeleik HC II",557720,105,2022,36,100497.5,232255,131757.5,1
"arpYxB8jsNy","MOH - Uganda","West Nile","Maracha District","Nyadri Subcounty","St. Josephs Maracha Hospital","St. Josephs Maracha Hospital",30480,44,2022,15,358.65,3972.75,3614.1,1
"asZMKtqcAd9","MOH - Uganda","Acholi","Gulu City","Gulu East","Victory Medical Centre Clinic (Laroo) HC II","Victory Medical Centre Clinic (Laroo) HC II",6400,41,2022,48,34,834.5,800.5,1
"au6l6u0QySf","MOH - Uganda","Ankole","Isingiro District","Kashumba Subcounty","Juru HC III","Juru HC III",572240,215,2022,22,2232,103428,101196,1
"avv19jEKJvK","MOH - Uganda","Bunyoro","Hoima District","Kyabigambire Subcounty","Kisabagwa HC II","Kisabagwa HC II",418340,NA,2022,40,2966.7,82765.25,79798.55,1
"axKQfN9J4OH","MOH - Uganda","Busoga","Iganga District","Bulamagi Subcounty","Nawansinge HC II","Nawansinge HC II",971576,301,2022,10,3554.65,116607.55,113052.9,1
"aySqIA0RRpH","MOH - Uganda","Tooro","Bundibugyo District","Kaghema Town Council","Kisuba HC III","Kisuba HC III",412740,96,2022,37,535.5,133519.5,132984,1
"aznzYiSnKLj","MOH - Uganda","Lango","Kole District","Okwerodot Subcounty","Ayara HC II","Ayara HC II",271500,26,2022,1,1674,80934.0000000003,79260.0000000003,1
"b73ibKZriwG","MOH - Uganda","West Nile","Obongi District","Itula Subcounty","Belle HC III","Belle HC III",4141900,59,2022,17,166284,553896,387612,1
"b9niqLqoyqP","MOH - Uganda","Busoga","Kamuli District","Butansi Subcounty","Bugeywa HC II","Bugeywa HC II",55440,108,2022,40,60,7065,7005,1
"bNJSSr6ehbY","MOH - Uganda","Lango","Kwania District","Aduku Town Council","Premier Drugshop","Premier Drugshop",10200,20,2022,8,121.95,2251.2,2129.25,1
"bPlo2inHdcn","MOH - Uganda","West Nile","Yumbe District","Yumbe Town Council","Yumbe Medical Clinic","Yumbe Medical Clinic",2040,133,2022,22,571.2,1128,556.799999999997,1
"bQIMnhjAURl","MOH - Uganda","North Central","Kiboga District","Dwaniro Subcounty","Katalama HC II","Katalama HC II",622080,52,2022,22,25299,78660,53361,1
"c4QCM3YpqqE","MOH - Uganda","South Central","Lwengo District","Ndagwe Subcounty","Makondo HC II","Makondo HC II",68100,29,2022,47,38.2500000000001,25792.5,25754.25,1
"c9Fq5DlB3y5","MOH - Uganda","Kigezi","Kabale District","Katuna Town Council","Kamuganguzi HC III","Kamuganguzi HC III",29420,4,2022,50,3420,5760,2340,1
"cH31iXt96SZ","MOH - Uganda","Kampala","Kampala District","Rubaga Division","Royal Hill Cross Clinic HC II","Royal Hill Cross Clinic HC II",48,NA,2022,41,2.025,17.95,15.925,1
"cQlhVgIOXko","MOH - Uganda","South Central","Kalungu District","Lukaya Town Council","Mukwano Medical Centre HC II","Mukwano Medical Centre HC II",2160,37,2022,32,39,756,717,1
"cStwSlODOpK","MOH - Uganda","Acholi","Gulu District","Paicho Subcounty","Kal Alii HC II","Kal Alii HC II",207000,47,2022,29,342,52776.0000000002,52434.0000000002,1
"ccY5TpGvBqo","MOH - Uganda","West Nile","Madi-Okollo District","Rhino Camp Town Council","Rhino Camp HC IV","Rhino Camp HC IV",770400,NA,2022,44,1110,252720,251610,1
"chZoz7gPbkz","MOH - Uganda","South Central","Lwengo District","Lwengo Town Council","St Paul Medical Centre HC II","St Paul Medical Centre HC II",37500,18,2022,37,30.8,14724,14693.2,1
"ci2uaeBv4Jg","MOH - Uganda","Ankole","Bushenyi District","Nyabubare Subcounty","Nyabubare HC III","Nyabubare HC III",82280,NA,2022,33,531,23094.9999999998,22563.9999999998,1
"ci6s0lgQqFZ","MOH - Uganda","Bukedi","Pallisa District","Gogonyo Subcounty","Gogonyo HC III","Gogonyo HC III",3715200,115,2022,1,183,1145632.35,1145449.35,1
"cqExOqLOqNY","MOH - Uganda","West Nile","Moyo District","Octe Subcounty","Ori HC II","Ori HC II",1183040,86,2022,44,24481.925,459750.999999999,435269.074999999,1
"czyJDi9E4Y4","MOH - Uganda","Tooro","Kyegegwa District","Kigambo Subcounty","Kigambo HC III","Kigambo HC III",572228,48,2022,17,1426.2,73800.1999999993,72373.9999999993,1
"d3ugFJbENWb","MOH - Uganda","Tooro","Kamwenge District","Bigodi Town Council","Bigodi HC III","Bigodi HC III",1238080,67,2022,21,1672.8,382835.499999997,381162.699999997,1
"d6BLcmYUPVy","MOH - Uganda","Bunyoro","Hoima City","Kasingo Ward","Bacayaya HC II","Bacayaya HC II",997250,NA,2022,26,6741.5,262654.499999999,255912.999999999,1
"dJd3ohZ6VTQ","MOH - Uganda","Bukedi","Budaka District","Budaka Town Council","Namengo HC III","Namengo HC III",52030,29,2022,52,300,16380,16080,1
"dQprl8P1Uae","MOH - Uganda","South Central","Wakiso District","Nansana Division","Nurture Africa II Special Clinic","Nurture Africa II Special Clinic",84,8,2022,12,1.075,25.85,24.775,1
"dUTmAyJW63T","MOH - Uganda","Tooro","Kasese District","Kilembe Subcounty","Kalibu HC III","Kalibu HC III",57422,10,2022,25,18,17113.2999999999,17095.2999999999,1
"dfFefs1HDIs","MOH - Uganda","Karamoja","Karenga District","Lobalangit Subcounty","Lobalangit HC III","Lobalangit HC III",431740,91,2022,20,17625.6,83160,65534.4,1
"dtJry9rvhTP","MOH - Uganda","South Central","Kyotera District","Kasasa Subcounty","Premier HC II","Premier HC II",210,13,2023,1,87.2,130,42.8,1
"dusS2wts7ax","MOH - Uganda","Teso","Kaberamaido District","Kaberamaido Town Council","Kaberamaido COU (Alem) HC II","Kaberamaido COU (Alem) HC II",1260,20,2022,41,33.25,469.4,436.15,1
"dzGy5bmukHt","MOH - Uganda","Ankole","Kiruhura District","Rwenshande Sub county","Rwenshande HC III","Rwenshande HC III",98480,51,2022,8,1346.25,38023.9999999998,36677.7499999998,1
"e1pByDp3Nxo","MOH - Uganda","North Central","Nakasongola District","Nakasongola Town Council","Nakasongola Prisons HC III","Nakasongola Prisons HC III",7020000,11,2022,40,2929.5,1812150,1809220.5,1
"emjerwHdu0g","MOH - Uganda","Karamoja","Amudat District","Karita Subcounty","Lokales HC II","Lokales HC II",323280,35,2023,1,65.5,53712.0000000004,53646.5000000004,1
"err2diilQ8C","MOH - Uganda","Acholi","Agago District","Parabongo Subcounty","Pakor HC II","Pakor HC II",143107688,183,2022,22,13552.8,129442.2,115889.4,1
"fOjYXPjN0QN","MOH - Uganda","South Central","Rakai District","Ddwaniro Subcounty (Rakai District)","Kayonza Ddwaniro HC II","Kayonza Ddwaniro HC II",778644,37,2022,10,119784.6,162149.4,42364.8,1
"fW5SLVqgqDx","MOH - Uganda","Bukedi","Kibuku District","Lwatama Subcounty","Kibuku Lwatama HC II","Kibuku Lwatama HC II",2449840,235,2022,25,3456,386002.999999994,382546.999999994,1
"fctfxQy7JeK","MOH - Uganda","Ankole","Isingiro District","Kakamba Subcounty","Rurongo HC III","Rurongo HC III",119620,58,2022,15,828,44617.5,43789.5,1
"ffWIgtfMjjH","MOH - Uganda","Kampala","Kampala District","Nakawa Division","Goodday Clinic HC II","Goodday Clinic HC II",240,18,2022,9,5.15,79.2499999999999,74.0999999999999,1
"fzBgyH6ixVC","MOH - Uganda","North Central","Luwero District","Kikyusa Subcounty","Holy Cross - Kikyusa HC III","Holy Cross - Kikyusa HC III",15430,13,2022,20,13.75,4449.625,4435.875,1
"g6xaEQ1fTQS","MOH - Uganda","Acholi","Kitgum District","Pager Division","St. Joseph's Kitgum Hospital","St. Joseph's Kitgum Hospital",104040,14,2022,9,2282.4,39500.05,37217.65,1
"gEyMEXQTUmm","MOH - Uganda","Kampala","Kampala District","Makindye Division","Peter Claver J & Sseremba Medical Centre HC II","Peter Claver J & Sseremba Medical Centre HC II",180,2,2022,13,24,75,51,1
"gXiG10Hmt7w","MOH - Uganda","Kigezi","Kisoro District","Southern Division (Kisoro MC)","Afya Clinic","Afya Clinic",11802,NA,2022,44,496.4,3218.69999999999,2722.29999999999,1
"ge5EIwMfYJP","MOH - Uganda","Karamoja","Napak District","Ngoleriet Subcounty","Ngoleriet HC II","Ngoleriet HC II",141740,87,2022,48,5141.7,39569.7499999998,34428.0499999998,1
"gid2cWEy2rv","MOH - Uganda","Busoga","Mayuge District","Imanyiro Subcounty","Bufulubi Prison HC II","Bufulubi Prison HC II",327240,72,2022,25,1440,109175.475,107735.475,1
"gtVTKwveKEE","MOH - Uganda","Acholi","Gulu District","Paibona Subcounty","Paibona HC II","Paibona HC II",188846,102,2022,41,2219.7,51442.7999999994,49223.0999999994,1
"h6mBc3T03Ze","MOH - Uganda","Karamoja","Kotido District","Kacheri Subcounty","Lokiding HC II","Lokiding HC II",486600,NA,2022,52,1221.3,80991,79769.7,1
"h7tdk6J0nEk","MOH - Uganda","South Central","Rakai District","Kiziba Subcounty (Rakai District)","Lukerere HC II","Lukerere HC II",864000,94,2022,39,19725.7,128196,108470.3,1
"hAdnePvF54E","MOH - Uganda","Ankole","Mbarara City","Biharwe Subcounty","Biharwe (Nyabuhama) HC III","Biharwe (Nyabuhama) HC III",955540,22,2022,9,850.5,95540,94689.5,1
"hBhHjc3o6Fa","MOH - Uganda","South Central","Rakai District","Kyalulangira Subcounty","Kyalulangira HC III","Kyalulangira HC III",992780,162,2022,7,53172,224303.6,171131.6,1
"hFO29Yr6ysA","MOH - Uganda","North Central","Mukono District","Mpatta Subcounty","Kabanga HC III","Kabanga HC III",333000,54,2022,44,2616.6,70200,67583.4,1
"hGZQdzp6xLI","MOH - Uganda","Bukedi","Tororo District","Magola Subcounty","Kayoro HC II","Kayoro HC II",431041,NA,2022,44,396,66785.4,66389.4,1
"hhlAmkWLbR2","MOH - Uganda","South Central","Kyotera District","Kyebe Subcounty","Gwanda HC II","Gwanda HC II",662280,15,2022,6,900,79020,78120,1
"hhz818sQTkO","MOH - Uganda","Acholi","Pader District","Atanga Subcounty","Lawiyeadul HC II","Lawiyeadul HC II",199440,86,2022,52,1782,80081.9999999996,78299.9999999996,1
"hmL6fXhBwaS","MOH - Uganda","West Nile","Adjumani District","Dzaipi Subcounty","Pagirinya HC III","Pagirinya HC III",1071280,347,2022,34,5370,403235,397865,1
"i783Z5CHxyj","MOH - Uganda","Lango","Oyam District","Aleka Subcounty","Abela HC II","Abela HC II",188289,151,2022,8,16553.625,83885.1749999995,67331.5499999995,1
"i8bLQB8OE5I","MOH - Uganda","West Nile","Yumbe District","Romogi Subcounty","Twajiji Health Centre HC III","Twajiji Health Centre HC III",79918380,251,2022,45,1154.2,292158,291003.8,1
"iRuin8Wmvzp","MOH - Uganda","Acholi","Gulu City","Gulu East","Healing Hand Medical Centre","Healing Hand Medical Centre",2210,39,2022,35,120,620,500,1
"iWJI9r3QCDh","MOH - Uganda","Ankole","Ntungamo District","Nyamukana Town Council","Nyongozi HC II","Nyongozi HC II",229100,10,2022,4,2506,31701.4999999997,29195.4999999997,1
"ifSPcuzT8Iw","MOH - Uganda","Acholi","Agago District","Lapono Subcounty","Ogwang Kamolo HC II","Ogwang Kamolo HC II",1306698,99,2022,21,12243,254323.949999998,242080.949999998,1
"io8JhubppQo","MOH - Uganda","South Central","Kyotera District","Kyotera Town Council","Kyotera Med. Centre HC III","Kyotera Med. Centre HC III",960,15,2022,7,33.6,384,350.4,1
"j0I9qHOtVIw","MOH - Uganda","Ankole","Kazo District","Burunga Subcounty","Burunga HC III","Burunga HC III",545040,47,2022,6,4220.4,138356,134135.6,1
"jEWfNHf8Ayt","MOH - Uganda","Bunyoro","Kibaale District","Kasimbi Subcounty","Alustin HC III","Alustin HC III",51064,59,2022,52,68.9,7024.8,6955.9,1
"jOTn54eudpu","MOH - Uganda","Bukedi","Tororo District","Magola Subcounty","Papoli HC III","Papoli HC III",17300,NA,2022,25,24.6,1617.5,1592.9,1
"jRxAHetpkG8","MOH - Uganda","Lango","Kwania District","Aduku Town Council","King of Peace Clinic","King of Peace Clinic",28880,40,2022,48,289,4470,4181,1
"jUKfBoACXvI","MOH - Uganda","Tooro","Kasese District","Ihandiro Subcounty","Bubothyo HC II","Bubothyo HC II",259200,65,2022,14,758.25,101492.999999999,100734.749999999,1
"k8HLe4uciRP","MOH - Uganda","West Nile","Yumbe District","Yumbe Town Council","Umoja Clinic","Umoja Clinic",623520,71,2022,20,179.7,16991.9999999991,16812.2999999991,1
"kG0Pg9QsbJM","MOH - Uganda","Acholi","Gulu City","Gulu West","St. Nektarios Orthodox HC III","St. Nektarios Orthodox HC III",82440,97,2022,45,83,27578.4,27495.4,1
"kjrZmlTqV89","MOH - Uganda","Ankole","Ntungamo District","Ntungamo Subcounty","Nyarubare HC II","Nyarubare HC II",295200,5,2022,25,1293,28584,27291,1
"kvNr0D5clU1","MOH - Uganda","Tooro","Bundibugyo District","Sindila Subcounty","Kakuka HC III","Kakuka HC III",856556,304,2022,22,1011,147866.4,146855.4,1
"kvZH9oA6jkJ","MOH - Uganda","Karamoja","Moroto District","Nadunget Subcounty","Loputuk HC III","Loputuk HC III",90002575,48,2022,43,433.5,23958,23524.5,1
"l5C1tkKf11K","MOH - Uganda","Teso","Amuria District","Abarilela Subcounty","Ongutoi HC III","Ongutoi HC III",24000,18,2022,40,609.6,5839.2,5229.6,1
"lH80zq7z1Hg","MOH - Uganda","South Central","Butambala District","Ngando Subcounty","Ngando HC III","Ngando HC III",250220,42,2022,26,2474.45,48600,46125.55,1
"lYgSWrePvFh","MOH - Uganda","Bukedi","Tororo District","Western Division (Tororo MC)","Divine Mercy (Tororo) Hospital","Divine Mercy (Tororo) Hospital",21000,NA,2022,25,58.5,3325,3266.5,1
"mH1WkMQFPY1","MOH - Uganda","North Central","Mukono District","Kisoga Town Council","Kisoga Mirembe Maria HC II","Kisoga Mirembe Maria HC II",31100,5,2022,51,48,6581,6533,1
"mQss6Xw8lxM","MOH - Uganda","Tooro","Fort Portal City","Central Division","Great Lakes Hospital","Great Lakes Hospital",2400,1,2022,52,18,679.499999999992,661.499999999992,1
"mWaRCpc5hPU","MOH - Uganda","South Central","Kalangala District","Bufumira Subcounty","Bufumira HC III","Bufumira HC III",390294,NA,2022,44,12.3,480,467.7,1
"maYOk6qMIaO","MOH - Uganda","Kigezi","Kabale District","Butanda Subcounty","Habubale HC II","Habubale HC II",1500,3,2023,1,15.875,118.75,102.875,1
"mpAh5EDvfVT","MOH - Uganda","West Nile","Terego District","Omugo Subcounty","Widi(Omugo Extention) HC III","Widi(Omugo Extention) HC III",2808000,241,2022,6,6318,411222,404904,1
"muTxqZACHER","MOH - Uganda","Bunyoro","Masindi District","Kiruli Subcounty","Kitanyata HC II","Kitanyata HC II",145300,21,2022,14,294,37360.9999999997,37066.9999999997,1
"muwJAkGOjj5","MOH - Uganda","Bukedi","Pallisa District","Kamuge Town Council","Kamuge HC III","Kamuge HC III",40326480,238,2022,46,427.5,1349495,1349067.5,1
"n5SQNdlBw2w","MOH - Uganda","West Nile","Yumbe District","Drajini Subcounty","Mongoyo HC II","Mongoyo HC II",1761120,304,2022,18,4149,175248,171099,1
"o3GWM4VVhQy","MOH - Uganda","Acholi","Gulu City","Gulu East","Reproductive Health Uganda (Gulu) HC II","Reproductive Health Uganda (Gulu) HC II",720,1,2022,2,28.95,257.349999999999,228.399999999999,1
"o5I1o1YMVxP","MOH - Uganda","West Nile","Maracha District","Obiba Subcounty","Eliofe HC III","Eliofe HC III",904924,167,2022,17,4429,177120,172691,1
"o7OluoErEud","MOH - Uganda","Bunyoro","Hoima City","Central Ward","Hoima Police HC III","Hoima Police HC III",3554240,1,2022,2,3960,493380,489420,1
"oTXa14pgh8f","MOH - Uganda","South Central","Kalangala District","Kalangala Town Council","Kalangala HC IV","Kalangala HC IV",173650,13,2022,52,1043.5,25362.5,24319,1
"oYdsJ8kS1JS","MOH - Uganda","Acholi","Omoro District","Koro Subcounty","Koro Abili HC II","Koro Abili HC II",441000,23,2022,27,11880,74456.5,62576.5,1
"odJGvwu2B5W","MOH - Uganda","Tooro","Kyenjojo District","Kyenjojo Town Council","Kyenjojo Prison HC II","Kyenjojo Prison HC II",76720,NA,2022,5,61.7,23386.0999999999,23324.3999999999,1
"olEYjGeLyZf","MOH - Uganda","North Central","Luwero District","Bombo Town Council","Nakatonya HC III","Nakatonya HC III",116640,27,2022,39,360.9,33300,32939.1,1
"olglSUQuS07","MOH - Uganda","Kampala","Kampala District","Makindye Division","Kansanga Domicilliary Clinic HC II","Kansanga Domicilliary Clinic HC II",9666,2,2022,26,12,418.35,406.35,1
"oviT3cugAEz","MOH - Uganda","South Central","Lwengo District","Kisekka Subcounty","Kiwangala HC IV","Kiwangala HC IV",1234480,138,2022,13,447.5,175780.999999997,175333.499999997,1
"oyfr6zwE7bz","MOH - Uganda","Tooro","Bundibugyo District","Kasitu Subcounty","Kyondo (Bundibugyo) HC II","Kyondo (Bundibugyo) HC II",24113880,NA,2022,17,5499.85,1265076,1259576.15,1
"ozM66An1522","MOH - Uganda","Ankole","Ibanda District","Rukiri Subcounty","Mabonwa HC II","Mabonwa HC II",613484,40,2022,26,25569.6,212208.099999999,186638.499999999,1
"pOm3A9Qsw6m","MOH - Uganda","Kigezi","Kabale District","Maziba Subcounty","Kahondo HC III","Kahondo HC III",5256,NA,2022,41,47.55,2059.19999999999,2011.64999999999,1
"pQDmyQ0AA41","MOH - Uganda","Karamoja","Kotido District","Panyangara Subcounty","Kamoru HC II","Kamoru HC II",129600,75,2022,33,2020.15,49680,47659.85,1
"pZhYWxNWH94","MOH - Uganda","Karamoja","Abim District","Lotuke Subcounty","Orwamuge HC III","Orwamuge HC III",336000,70,2022,50,33,43200,43167,1
"pk373UmcJEF","MOH - Uganda","Lango","Alebtong District","Abako Subcounty","Alanyi HC III","Alanyi HC III",307800,38,2022,49,603.6,38938.5,38334.9,1
"pkhPSHZSnr3","MOH - Uganda","Acholi","Lamwo District","Palabek Ogili Subcounty","Akworo HC II","Akworo HC II",411940,781,2022,40,1966.05,60993,59026.95,1
"ppt2wpU7IP6","MOH - Uganda","Ankole","Sheema District","Central Division (Sheema MC)","Mushanga HC III","Mushanga HC III",900,2,2022,18,30,168.749999999999,138.749999999999,1
"pulKKykB9je","MOH - Uganda","Acholi","Lamwo District","Padibe West Subcounty","Madi Kiloch HC II","Madi Kiloch HC II",115200,75,2022,31,254.4,27252,26997.6,1
"q4C8iOvwk7A","MOH - Uganda","Tooro","Kasese District","Ihandiro Subcounty","Ihandiro HC III","Ihandiro HC III",9e+05,21,2022,15,747.5,216008.999999998,215261.499999998,1
"qKGMj34R5qZ","MOH - Uganda","Acholi","Kitgum District","Mucwini Subcounty","Mucwini HC III","Mucwini HC III",433380,187,2022,9,180,125847,125667,1
"qKVewTpVtG6","MOH - Uganda","Acholi","Omoro District","Koro Subcounty","Lakwatomer HC II","Lakwatomer HC II",1150520,222,2022,24,1050.45,232038,230987.55,1
"qL3k0Mlcy4u","MOH - Uganda","Bunyoro","Kikuube District","Kyangwali Subcounty","Malembo HC II","Malembo HC II",295220,58,2022,3,1847.75,109895.5,108047.75,1
"qMBXDpWSarC","MOH - Uganda","Tooro","Kamwenge District","Kahunge Town Council","Kyabenda HC III","Kyabenda HC III",7980,32,2022,28,18.95,2152.49999999997,2133.54999999997,1
"qUY4pnk54iJ","MOH - Uganda","Bukedi","Tororo District","Merikit Subcounty","Maliri HC II","Maliri HC II",117000,55,2022,3,888.75,40612.5,39723.75,1
"qebkADihERQ","MOH - Uganda","Bukedi","Kibuku District","Kadama Town Council","Kadama HC III","Kadama HC III",875160,508,2022,26,63675,278280,214605,1
"qqNrWKGgl1e","MOH - Uganda","Bugisu","Mbale City","Mbale Industrial Division","Bungokho-Mutoto HC III","Bungokho-Mutoto HC III",2555560,75,2022,31,3060,70618.5,67558.5,1
"r6rK4PRzzKv","MOH - Uganda","West Nile","Obongi District","Itula Subcounty","Belameling HC II","Belameling HC II",19962000,201,2022,27,129562.4,4060600.19999995,3931037.79999995,1
