"district","year","week","tpr_district","tpr_status"
"Yumbe District",2022,47,70.968,"6. >70%"
"Yumbe District",2022,48,65.4821739130435,"5. 55-70%"
"Yumbe District",2022,49,66.1842307692308,"5. 55-70%"
"Yumbe District",2022,5,63.3795833333333,"5. 55-70%"
"Yumbe District",2022,50,63.8938888888889,"5. 55-70%"
"Yumbe District",2022,51,57.9514285714286,"5. 55-70%"
"Yumbe District",2022,52,62.3278947368421,"5. 55-70%"
"Yumbe District",2022,6,62.7425925925926,"5. 55-70%"
"Yumbe District",2022,7,63.8420833333333,"5. 55-70%"
"Yumbe District",2022,8,59.2724,"5. 55-70%"
"Yumbe District",2022,9,56.8525,"5. 55-70%"
"Pallisa District",2022,15,51.3725,"4. 40-55%"
"Pallisa District",2022,27,61.78375,"5. 55-70%"
"Pallisa District",2022,28,59.9711111111111,"5. 55-70%"
"Pallisa District",2022,29,58.539,"5. 55-70%"
"Pallisa District",2022,31,61.22125,"5. 55-70%"
"Pallisa District",2022,32,53.3666666666667,"4. 40-55%"
"Pallisa District",2022,34,54.904,"4. 40-55%"
"Pallisa District",2022,36,63.853,"5. 55-70%"
"Pallisa District",2022,49,62.7585714285714,"5. 55-70%"
"Pallisa District",2022,51,55.96,"5. 55-70%"
"Ntoroko District",2022,1,43.565,"4. 40-55%"
"Ntoroko District",2022,10,56.0633333333333,"5. 55-70%"
"Ntoroko District",2022,12,52.3233333333333,"4. 40-55%"
"Ntoroko District",2022,14,28.935,"3. 25-40%"
"Ntoroko District",2022,15,37.3666666666667,"3. 25-40%"
"Ntoroko District",2022,16,53.8233333333333,"4. 40-55%"
"Ntoroko District",2022,18,56.9,"5. 55-70%"
"Ntoroko District",2022,19,36.29,"3. 25-40%"
"Ntoroko District",2022,2,48.55,"4. 40-55%"
"Ntoroko District",2022,20,79.31,"6. >70%"
"Ntoroko District",2022,22,66.1033333333333,"5. 55-70%"
"Ntoroko District",2022,23,68.315,"5. 55-70%"
"Ntoroko District",2022,24,70.46,"6. >70%"
"Ntoroko District",2022,25,50.0333333333333,"4. 40-55%"
"Ntoroko District",2022,27,54.56,"4. 40-55%"
"Ntoroko District",2022,28,57.17,"5. 55-70%"
"Ntoroko District",2022,29,45.33,"4. 40-55%"
"Ntoroko District",2022,3,59.69,"5. 55-70%"
"Ntoroko District",2022,30,55.33,"5. 55-70%"
"Ntoroko District",2022,31,52.43,"4. 40-55%"
"Ntoroko District",2022,32,46.08,"4. 40-55%"
"Ntoroko District",2022,33,51.415,"4. 40-55%"
"Ntoroko District",2022,34,40.3133333333333,"4. 40-55%"
"Ntoroko District",2022,35,66.97,"5. 55-70%"
"Ntoroko District",2022,36,49.2933333333333,"4. 40-55%"
"Ntoroko District",2022,37,48.745,"4. 40-55%"
"Ntoroko District",2022,38,52.35,"4. 40-55%"
"Ntoroko District",2022,4,65.4633333333333,"5. 55-70%"
"Ntoroko District",2022,40,55.63,"5. 55-70%"
"Ntoroko District",2022,41,47.35,"4. 40-55%"
"Ntoroko District",2022,42,54.36,"4. 40-55%"
"Ntoroko District",2022,43,53.3533333333333,"4. 40-55%"
"Ntoroko District",2022,44,43.605,"4. 40-55%"
"Ntoroko District",2022,45,60.485,"5. 55-70%"
"Ntoroko District",2022,47,54.7,"4. 40-55%"
"Ntoroko District",2022,49,50.3425,"4. 40-55%"
"Ntoroko District",2022,50,68.93,"5. 55-70%"
"Ntoroko District",2022,51,46.24,"4. 40-55%"
"Ntoroko District",2022,52,51.56,"4. 40-55%"
"Ntoroko District",2022,6,40.3775,"4. 40-55%"
"Ntoroko District",2022,7,51.95,"4. 40-55%"
"Ntoroko District",2022,8,49.4933333333333,"4. 40-55%"
"Budaka District",2022,33,68.26,"5. 55-70%"
"Budaka District",2022,34,68.395,"5. 55-70%"
"Budaka District",2022,35,73.2175,"6. >70%"
"Budaka District",2022,37,73.7866666666667,"6. >70%"
"Budaka District",2022,38,66.2325,"5. 55-70%"
"Budaka District",2022,39,66.71,"5. 55-70%"
"Budaka District",2022,41,75.1233333333333,"6. >70%"
"Budaka District",2022,42,77.13,"6. >70%"
"Budaka District",2022,45,65.9625,"5. 55-70%"
"Budaka District",2022,46,67.9033333333333,"5. 55-70%"
"Budaka District",2022,47,75.894,"6. >70%"
"Budaka District",2022,48,73.495,"6. >70%"
"Budaka District",2022,49,68.164,"5. 55-70%"
"Budaka District",2022,52,66.435,"5. 55-70%"
"Bukomansimbi District",2022,21,61.095,"5. 55-70%"
"Bukomansimbi District",2022,34,57.6633333333333,"5. 55-70%"
"Bukomansimbi District",2022,35,59.0685714285714,"5. 55-70%"
"Bukomansimbi District",2022,36,65.76,"5. 55-70%"
"Bukomansimbi District",2022,37,58.9914285714286,"5. 55-70%"
"Bukomansimbi District",2022,39,57.15,"5. 55-70%"
"Bukomansimbi District",2022,40,61.916,"5. 55-70%"
"Bukomansimbi District",2022,41,57.56,"5. 55-70%"
"Bukomansimbi District",2022,42,60.4342857142857,"5. 55-70%"
"Bukomansimbi District",2022,43,62.9483333333333,"5. 55-70%"
"Bukomansimbi District",2022,44,59.0875,"5. 55-70%"
"Bukomansimbi District",2022,45,59.78,"5. 55-70%"
"Bukomansimbi District",2022,46,70.05,"6. >70%"
"Bukomansimbi District",2022,47,65.99,"5. 55-70%"
"Bukomansimbi District",2022,48,62.23,"5. 55-70%"
"Bukomansimbi District",2022,49,64.91,"5. 55-70%"
"Bukomansimbi District",2022,51,61.59375,"5. 55-70%"
"Kampala District",2022,39,25.8716483516484,"3. 25-40%"
"Kampala District",2022,41,29.0250961538461,"3. 25-40%"
"Kampala District",2022,42,29.7413861386138,"3. 25-40%"
"Kampala District",2022,44,28.1477142857143,"3. 25-40%"
"Kampala District",2022,45,28.9690909090909,"3. 25-40%"
"Kampala District",2022,47,28.9135652173913,"3. 25-40%"
"Kampala District",2022,49,31.089494949495,"3. 25-40%"
"Kampala District",2022,50,31.2524742268041,"3. 25-40%"
"Lyantonde District",2022,10,28.4,"3. 25-40%"
"Lyantonde District",2022,12,34.5416666666667,"3. 25-40%"
"Lyantonde District",2022,28,46.665,"4. 40-55%"
"Lyantonde District",2022,29,48.662,"4. 40-55%"
"Lyantonde District",2022,30,39.3333333333333,"3. 25-40%"
"Lyantonde District",2022,31,44.62,"4. 40-55%"
"Lyantonde District",2022,32,39.515,"3. 25-40%"
"Lyantonde District",2022,35,26.92,"3. 25-40%"
"Lyantonde District",2022,36,18.975,"2. 10-25%"
"Lyantonde District",2022,40,54.39,"4. 40-55%"
"Lyantonde District",2022,43,57.504,"5. 55-70%"
"Lyantonde District",2022,45,49.11,"4. 40-55%"
"Lyantonde District",2022,46,53.32,"4. 40-55%"
"Lyantonde District",2022,50,47.5033333333333,"4. 40-55%"
"Lyantonde District",2022,51,59.7816666666667,"5. 55-70%"
"Lyantonde District",2022,8,34.7775,"3. 25-40%"
"Namayingo District",2022,30,63.1075,"5. 55-70%"
"Namayingo District",2022,34,49.7575,"4. 40-55%"
"Kamwenge District",2022,1,63.9177777777778,"5. 55-70%"
"Kamwenge District",2022,13,36.8,"3. 25-40%"
"Kamwenge District",2022,15,44.9775,"4. 40-55%"
"Kamwenge District",2022,19,50.062,"4. 40-55%"
"Kamwenge District",2022,2,59.5257142857143,"5. 55-70%"
"Kamwenge District",2022,20,55.7475,"5. 55-70%"
"Kamwenge District",2022,23,55.3016666666667,"5. 55-70%"
"Kamwenge District",2022,25,51.17875,"4. 40-55%"
"Kamwenge District",2022,26,60.69375,"5. 55-70%"
"Kamwenge District",2022,27,50.0955555555556,"4. 40-55%"
"Kamwenge District",2022,28,51.1771428571429,"4. 40-55%"
"Kamwenge District",2022,3,63.1275,"5. 55-70%"
"Kamwenge District",2022,30,52.18,"4. 40-55%"
"Kamwenge District",2022,31,41.3011111111111,"4. 40-55%"
"Kamwenge District",2022,32,47.2466666666667,"4. 40-55%"
"Kamwenge District",2022,34,49.4463636363636,"4. 40-55%"
"Kamwenge District",2022,40,59.75375,"5. 55-70%"
"Kamwenge District",2022,42,53.5714285714286,"4. 40-55%"
"Kamwenge District",2022,43,66.34125,"5. 55-70%"
"Kamwenge District",2022,44,56.7314285714286,"5. 55-70%"
"Kamwenge District",2022,45,56.9485714285714,"5. 55-70%"
"Kamwenge District",2022,9,43.1436363636364,"4. 40-55%"
"Rukungiri District",2022,1,31.38,"3. 25-40%"
"Rukungiri District",2022,48,62.566,"5. 55-70%"
"Rukungiri District",2022,49,32.98,"3. 25-40%"
"Buyende District",2022,11,38.505,"3. 25-40%"
"Buyende District",2022,12,40.015,"4. 40-55%"
"Buyende District",2022,13,44.965,"4. 40-55%"
"Buyende District",2022,14,51.805,"4. 40-55%"
"Buyende District",2022,15,34.535,"3. 25-40%"
"Buyende District",2022,2,37.9775,"3. 25-40%"
"Buyende District",2022,20,73.7825,"6. >70%"
"Buyende District",2022,23,69.275,"5. 55-70%"
"Buyende District",2022,24,67.72,"5. 55-70%"
"Buyende District",2022,25,69.7275,"5. 55-70%"
"Buyende District",2022,28,60.1025,"5. 55-70%"
"Buyende District",2022,31,55.922,"5. 55-70%"
"Buyende District",2022,46,57.46,"5. 55-70%"
"Buyende District",2022,7,42.5733333333333,"4. 40-55%"
"Buyende District",2022,8,34.858,"3. 25-40%"
"Kalangala District",2022,1,48.28,"4. 40-55%"
"Kalangala District",2022,23,33.5183333333333,"3. 25-40%"
"Kalangala District",2022,24,37.4142857142857,"3. 25-40%"
"Kalangala District",2022,25,39.7271428571429,"3. 25-40%"
"Kalangala District",2022,26,26.0833333333333,"3. 25-40%"
"Kalangala District",2022,29,51.65,"4. 40-55%"
"Kalangala District",2022,30,30.885,"3. 25-40%"
"Kalangala District",2022,32,29.718,"3. 25-40%"
"Kalangala District",2022,34,25,"2. 10-25%"
"Kalangala District",2022,36,25.9325,"3. 25-40%"
"Kalangala District",2022,38,30.0216666666667,"3. 25-40%"
"Kalangala District",2022,39,34.1566666666667,"3. 25-40%"
"Kalangala District",2022,41,23.698,"2. 10-25%"
"Kalangala District",2022,43,29.956,"3. 25-40%"
"Kalangala District",2022,48,33.2,"3. 25-40%"
"Kalangala District",2022,49,29.856,"3. 25-40%"
"Kalangala District",2022,5,76.6333333333333,"6. >70%"
"Kalangala District",2022,50,39.602,"3. 25-40%"
"Kalangala District",2022,6,49.4,"4. 40-55%"
"Amuria District",2022,1,46.8283333333333,"4. 40-55%"
"Amuria District",2022,10,46.7825,"4. 40-55%"
"Amuria District",2022,11,40.6885714285714,"4. 40-55%"
"Amuria District",2022,13,40.884,"4. 40-55%"
"Amuria District",2022,14,53.5414285714286,"4. 40-55%"
"Amuria District",2022,15,47.63375,"4. 40-55%"
"Amuria District",2022,16,38.6022222222222,"3. 25-40%"
"Amuria District",2022,17,44.3755555555556,"4. 40-55%"
"Amuria District",2022,18,52.7066666666667,"4. 40-55%"
"Amuria District",2022,19,56.6922222222222,"5. 55-70%"
"Amuria District",2022,2,51.31375,"4. 40-55%"
"Amuria District",2022,20,55.4475,"5. 55-70%"
"Amuria District",2022,21,52.2325,"4. 40-55%"
"Amuria District",2022,22,70.05,"6. >70%"
"Amuria District",2022,23,65.524,"5. 55-70%"
"Amuria District",2022,24,66.18,"5. 55-70%"
"Amuria District",2022,25,62.425,"5. 55-70%"
"Amuria District",2022,26,53.6325,"4. 40-55%"
"Amuria District",2022,28,63.0744444444444,"5. 55-70%"
"Amuria District",2022,29,56.78625,"5. 55-70%"
"Amuria District",2022,3,52.7925,"4. 40-55%"
"Amuria District",2022,30,60.7914285714286,"5. 55-70%"
"Amuria District",2022,31,53.6155555555556,"4. 40-55%"
"Amuria District",2022,32,53.935,"4. 40-55%"
"Amuria District",2022,33,61.0055555555556,"5. 55-70%"
"Amuria District",2022,34,53.7816666666667,"4. 40-55%"
"Amuria District",2022,35,62.4028571428571,"5. 55-70%"
"Amuria District",2022,36,58.45625,"5. 55-70%"
"Amuria District",2022,37,62.4175,"5. 55-70%"
"Amuria District",2022,38,56.3177777777778,"5. 55-70%"
"Amuria District",2022,39,58.3511111111111,"5. 55-70%"
"Amuria District",2022,4,47.4425,"4. 40-55%"
"Amuria District",2022,40,59.8957142857143,"5. 55-70%"
"Amuria District",2022,41,63.5933333333333,"5. 55-70%"
"Amuria District",2022,42,54.5627272727273,"4. 40-55%"
"Amuria District",2022,43,57.927,"5. 55-70%"
"Amuria District",2022,44,59.94,"5. 55-70%"
"Amuria District",2022,48,57.497,"5. 55-70%"
"Amuria District",2022,49,55.9677777777778,"5. 55-70%"
"Amuria District",2022,5,45.2116666666667,"4. 40-55%"
"Amuria District",2022,50,53.635,"4. 40-55%"
"Amuria District",2022,52,48.005,"4. 40-55%"
"Amuria District",2022,6,41.1244444444444,"4. 40-55%"
"Amuria District",2022,7,46.234,"4. 40-55%"
"Amuria District",2022,8,41.57125,"4. 40-55%"
"Bunyangabu District",2022,1,58.835,"5. 55-70%"
"Bunyangabu District",2022,10,27.745,"3. 25-40%"
"Bunyangabu District",2022,11,28.7,"3. 25-40%"
"Bunyangabu District",2022,12,38.7933333333333,"3. 25-40%"
"Bunyangabu District",2022,13,42.38,"4. 40-55%"
"Bunyangabu District",2022,14,52.895,"4. 40-55%"
"Bunyangabu District",2022,15,44.952,"4. 40-55%"
"Bunyangabu District",2022,16,53.67,"4. 40-55%"
"Bunyangabu District",2022,17,45.64,"4. 40-55%"
"Bunyangabu District",2022,18,43.01,"4. 40-55%"
"Bunyangabu District",2022,19,46.3375,"4. 40-55%"
"Bunyangabu District",2022,2,42.5075,"4. 40-55%"
"Bunyangabu District",2022,20,31.2666666666667,"3. 25-40%"
"Bunyangabu District",2022,21,38.54,"3. 25-40%"
"Bunyangabu District",2022,22,53.8,"4. 40-55%"
"Bunyangabu District",2022,23,47.34,"4. 40-55%"
"Bunyangabu District",2022,24,42.572,"4. 40-55%"
"Bunyangabu District",2022,25,41.9825,"4. 40-55%"
"Bunyangabu District",2022,26,43.01,"4. 40-55%"
"Bunyangabu District",2022,27,57.94,"5. 55-70%"
"Bunyangabu District",2022,28,52.9957142857143,"4. 40-55%"
"Bunyangabu District",2022,29,38.0266666666667,"3. 25-40%"
"Bunyangabu District",2022,3,62.3725,"5. 55-70%"
"Bunyangabu District",2022,32,58.1316666666667,"5. 55-70%"
"Bunyangabu District",2022,33,54.9575,"4. 40-55%"
"Bunyangabu District",2022,34,51.55625,"4. 40-55%"
"Bunyangabu District",2022,35,49.0342857142857,"4. 40-55%"
"Bunyangabu District",2022,36,58.24,"5. 55-70%"
"Bunyangabu District",2022,37,61.0557142857143,"5. 55-70%"
"Bunyangabu District",2022,38,58.765,"5. 55-70%"
"Bunyangabu District",2022,39,47.675,"4. 40-55%"
"Bunyangabu District",2022,4,31.9566666666667,"3. 25-40%"
"Bunyangabu District",2022,41,40.8233333333333,"4. 40-55%"
"Bunyangabu District",2022,42,46.99,"4. 40-55%"
"Bunyangabu District",2022,43,55.817,"5. 55-70%"
"Bunyangabu District",2022,44,42.82,"4. 40-55%"
"Bunyangabu District",2022,47,54.305,"4. 40-55%"
"Bunyangabu District",2022,48,54.24625,"4. 40-55%"
"Bunyangabu District",2022,49,56.138,"5. 55-70%"
"Bunyangabu District",2022,5,70.1575,"6. >70%"
"Bunyangabu District",2022,52,42.0116666666667,"4. 40-55%"
"Bunyangabu District",2022,6,48.15,"4. 40-55%"
"Bunyangabu District",2022,7,37.89,"3. 25-40%"
"Bunyangabu District",2022,8,38.862,"3. 25-40%"
"Bunyangabu District",2022,9,66.16,"5. 55-70%"
"Buvuma District",2022,11,56.906,"5. 55-70%"
"Buvuma District",2022,12,53.875,"4. 40-55%"
"Buvuma District",2022,14,59.1075,"5. 55-70%"
"Buvuma District",2022,17,57.1,"5. 55-70%"
"Buvuma District",2022,24,61.94,"5. 55-70%"
"Buvuma District",2022,25,54.3133333333333,"4. 40-55%"
"Buvuma District",2022,27,53.58,"4. 40-55%"
"Buvuma District",2022,37,54.0225,"4. 40-55%"
"Buvuma District",2022,38,44.61,"4. 40-55%"
"Buvuma District",2022,39,47.3533333333333,"4. 40-55%"
"Buvuma District",2022,42,57.38,"5. 55-70%"
"Buvuma District",2022,9,51.294,"4. 40-55%"
"Alebtong District",2022,1,69.115,"5. 55-70%"
"Alebtong District",2022,11,72.55,"6. >70%"
"Alebtong District",2022,13,59.3833333333333,"5. 55-70%"
"Alebtong District",2022,15,80.11,"6. >70%"
"Alebtong District",2022,28,70.762,"6. >70%"
"Alebtong District",2022,30,74.09,"6. >70%"
"Alebtong District",2022,32,70.474,"6. >70%"
"Alebtong District",2022,33,66.5033333333333,"5. 55-70%"
"Alebtong District",2022,38,61.565,"5. 55-70%"
"Alebtong District",2022,39,60.776,"5. 55-70%"
"Alebtong District",2022,40,69.0214285714286,"5. 55-70%"
"Alebtong District",2022,42,64.0416666666667,"5. 55-70%"
"Alebtong District",2022,48,64.12,"5. 55-70%"
"Alebtong District",2022,49,70.89,"6. >70%"
"Alebtong District",2022,50,73.062,"6. >70%"
"Kampala District",2022,10,26.1552307692308,"3. 25-40%"
"Kampala District",2022,16,27.7178260869565,"3. 25-40%"
"Kampala District",2022,18,25.2492647058824,"3. 25-40%"
"Kampala District",2022,19,30.0406578947368,"3. 25-40%"
"Kampala District",2022,2,25.6008,"3. 25-40%"
"Kampala District",2022,20,31.7916949152542,"3. 25-40%"
"Kampala District",2022,21,32.2055294117647,"3. 25-40%"
"Kampala District",2022,22,25.3575609756098,"3. 25-40%"
"Kampala District",2022,23,31.4536170212766,"3. 25-40%"
"Kampala District",2022,24,27.1460185185185,"3. 25-40%"
"Kampala District",2022,25,26.8444897959184,"3. 25-40%"
"Kampala District",2022,27,27.0749019607843,"3. 25-40%"
"Kampala District",2022,31,29.4862037037037,"3. 25-40%"
"Kampala District",2022,35,29.4741176470588,"3. 25-40%"
"Kampala District",2022,9,29.026935483871,"3. 25-40%"
"Kampala District",2022,52,33.8073333333333,"3. 25-40%"
"Arua City",2022,13,31.146,"3. 25-40%"
"Arua City",2022,16,43.6466666666667,"4. 40-55%"
"Arua City",2022,17,43.3916666666667,"4. 40-55%"
"Arua City",2022,18,39.15,"3. 25-40%"
"Arua City",2022,19,39.064,"3. 25-40%"
"Arua City",2022,20,28.9333333333333,"3. 25-40%"
"Arua City",2022,25,35.2566666666667,"3. 25-40%"
"Arua City",2022,26,37.336,"3. 25-40%"
"Arua City",2022,27,36.08,"3. 25-40%"
"Arua City",2022,32,39.3925,"3. 25-40%"
"Arua City",2022,34,39.696,"3. 25-40%"
"Arua City",2022,35,39.0563636363636,"3. 25-40%"
"Arua City",2022,41,31.8155555555556,"3. 25-40%"
"Arua City",2022,43,32.3909090909091,"3. 25-40%"
"Arua City",2022,45,47.93,"4. 40-55%"
"Arua City",2022,46,43.12375,"4. 40-55%"
"Arua City",2022,48,38.685,"3. 25-40%"
"Arua City",2022,49,52.302,"4. 40-55%"
"Arua City",2022,5,33.404,"3. 25-40%"
"Arua City",2022,52,31.3433333333333,"3. 25-40%"
"Arua City",2022,8,37.6683333333333,"3. 25-40%"
"Pader District",2022,2,56.03,"5. 55-70%"
"Pader District",2022,23,71.2825,"6. >70%"
"Pader District",2022,25,75.82,"6. >70%"
"Pader District",2022,26,73.21,"6. >70%"
"Pader District",2022,29,69.5630769230769,"5. 55-70%"
"Pader District",2022,30,71.6275,"6. >70%"
"Pader District",2022,31,73.7521428571429,"6. >70%"
"Pader District",2022,32,72.1033333333333,"6. >70%"
"Pader District",2022,36,61.6566666666667,"5. 55-70%"
"Pader District",2022,40,71.2861538461539,"6. >70%"
"Pader District",2022,48,64.5327272727273,"5. 55-70%"
"Pader District",2022,49,59.18,"5. 55-70%"
"Pader District",2022,5,63.585,"5. 55-70%"
"Pader District",2022,6,51.4083333333333,"4. 40-55%"
"Kwania District",2022,14,57.318,"5. 55-70%"
"Kwania District",2022,28,69.5042857142857,"5. 55-70%"
"Kwania District",2022,29,68.2357142857143,"5. 55-70%"
"Isingiro District",2022,12,36.4985714285714,"3. 25-40%"
"Isingiro District",2022,14,40.8225,"4. 40-55%"
"Isingiro District",2022,18,46.4428571428571,"4. 40-55%"
"Isingiro District",2022,25,46.6122222222222,"4. 40-55%"
"Isingiro District",2022,26,49.4222222222222,"4. 40-55%"
"Isingiro District",2022,28,40.6742857142857,"4. 40-55%"
"Isingiro District",2022,29,39.4933333333333,"3. 25-40%"
"Isingiro District",2022,3,48.242,"4. 40-55%"
"Isingiro District",2022,4,48.2885714285714,"4. 40-55%"
"Isingiro District",2022,7,54.1657142857143,"4. 40-55%"
"Masindi District",2022,14,20.326,"2. 10-25%"
"Masindi District",2022,19,41.3481818181818,"4. 40-55%"
"Masindi District",2022,24,30.772,"3. 25-40%"
"Masindi District",2022,25,19.78,"2. 10-25%"
"Masindi District",2022,26,26.5633333333333,"3. 25-40%"
"Masindi District",2022,27,25.6885714285714,"3. 25-40%"
"Masindi District",2022,28,28.64625,"3. 25-40%"
"Masindi District",2022,29,31.251,"3. 25-40%"
"Masindi District",2022,30,24.058,"2. 10-25%"
"Masindi District",2022,31,29.76,"3. 25-40%"
"Masindi District",2022,33,39.8714285714286,"3. 25-40%"
"Masindi District",2022,34,30.9988888888889,"3. 25-40%"
"Masindi District",2022,35,31.1714285714286,"3. 25-40%"
"Masindi District",2022,36,41.05875,"4. 40-55%"
"Masindi District",2022,37,43.946,"4. 40-55%"
"Masindi District",2022,38,32.735,"3. 25-40%"
"Masindi District",2022,40,32.4511111111111,"3. 25-40%"
"Masindi District",2022,41,31.6683333333333,"3. 25-40%"
"Masindi District",2022,42,30.5822222222222,"3. 25-40%"
"Masindi District",2022,43,30.7177777777778,"3. 25-40%"
"Masindi District",2022,46,32.435,"3. 25-40%"
"Masindi District",2022,47,37.4514285714286,"3. 25-40%"
"Masindi District",2022,48,31.5966666666667,"3. 25-40%"
"Masindi District",2022,50,40.623,"4. 40-55%"
"Masindi District",2022,51,45.9233333333333,"4. 40-55%"
"Masindi District",2022,52,39.7642857142857,"3. 25-40%"
"Kiruhura District",2022,41,50.97,"4. 40-55%"
"Nakaseke District",2022,13,26.39,"3. 25-40%"
"Nakaseke District",2022,14,30.44,"3. 25-40%"
"Nakaseke District",2022,15,33.306,"3. 25-40%"
"Nakaseke District",2022,16,38.8316666666667,"3. 25-40%"
"Nakaseke District",2022,17,49.166,"4. 40-55%"
"Nakaseke District",2022,19,57.9933333333333,"5. 55-70%"
"Nakaseke District",2022,20,35.0825,"3. 25-40%"
"Nakaseke District",2022,21,36.384,"3. 25-40%"
"Nakaseke District",2022,24,52.5216666666667,"4. 40-55%"
"Nakaseke District",2022,25,53.0775,"4. 40-55%"
"Nakaseke District",2022,26,50.0671428571429,"4. 40-55%"
"Nakaseke District",2022,27,45.576,"4. 40-55%"
"Nakaseke District",2022,29,47.82,"4. 40-55%"
"Nakaseke District",2022,32,49.556,"4. 40-55%"
"Nakaseke District",2022,37,53.422,"4. 40-55%"
"Nakaseke District",2022,38,42.954,"4. 40-55%"
"Lira City",2022,10,34.6985714285714,"3. 25-40%"
"Lira City",2022,15,23.6822222222222,"2. 10-25%"
"Lira City",2022,16,33.0385714285714,"3. 25-40%"
"Lira City",2022,19,36.991,"3. 25-40%"
"Lira City",2022,20,45.8209090909091,"4. 40-55%"
"Lira City",2022,27,45.0623076923077,"4. 40-55%"
"Lira City",2022,28,39.9783333333333,"3. 25-40%"
"Lira City",2022,29,35.7308333333333,"3. 25-40%"
"Lira City",2022,30,42.5241666666667,"4. 40-55%"
"Lira City",2022,31,42.7491666666667,"4. 40-55%"
"Lira City",2022,32,52.6683333333333,"4. 40-55%"
"Lira City",2022,33,53.7321428571428,"4. 40-55%"
"Lira City",2022,34,46.5678571428571,"4. 40-55%"
"Lira City",2022,36,49.1957142857143,"4. 40-55%"
"Lira City",2022,38,47.93875,"4. 40-55%"
"Lira City",2022,39,42.944,"4. 40-55%"
"Lira City",2022,42,46.96625,"4. 40-55%"
"Lira City",2022,43,42.5366666666667,"4. 40-55%"
"Lira City",2022,45,45.2525,"4. 40-55%"
"Lira City",2022,49,49.606,"4. 40-55%"
"Lira City",2022,9,41.762,"4. 40-55%"
"Soroti District",2022,1,57.384,"5. 55-70%"
"Soroti District",2022,11,48.862,"4. 40-55%"
"Soroti District",2022,12,60.8028571428571,"5. 55-70%"
"Soroti District",2022,16,62.4066666666667,"5. 55-70%"
"Soroti District",2022,17,62.2583333333333,"5. 55-70%"
"Soroti District",2022,18,68.6171428571429,"5. 55-70%"
"Soroti District",2022,19,64.74,"5. 55-70%"
"Soroti District",2022,2,61.405,"5. 55-70%"
"Soroti District",2022,22,69.6075,"5. 55-70%"
"Soroti District",2022,23,68.938,"5. 55-70%"
"Soroti District",2022,24,77.8471428571429,"6. >70%"
"Soroti District",2022,25,74.74625,"6. >70%"
"Soroti District",2022,26,69.2283333333333,"5. 55-70%"
"Soroti District",2022,27,74.2,"6. >70%"
"Soroti District",2022,28,74.5328571428571,"6. >70%"
"Soroti District",2022,29,63.2757142857143,"5. 55-70%"
"Soroti District",2022,3,64.536,"5. 55-70%"
"Soroti District",2022,30,62.5775,"5. 55-70%"
"Soroti District",2022,31,75.2733333333333,"6. >70%"
"Soroti District",2022,33,70.0371428571429,"6. >70%"
"Soroti District",2022,34,63.4685714285714,"5. 55-70%"
"Soroti District",2022,35,60.855,"5. 55-70%"
"Soroti District",2022,36,55.7366666666667,"5. 55-70%"
"Soroti District",2022,37,63.2685714285714,"5. 55-70%"
"Soroti District",2022,38,61.2371428571428,"5. 55-70%"
