"location_id","national","region","district","subcounty","facility","location_name","tx_stock","cases","year","week","q1","q3","iqr","potential_outlier"
"A4szRIn3VJl","MOH - Uganda","Tooro","Kasese District","Rugendabara Town Council","RCRA Community Health HC III","RCRA Community Health HC III",25200,8,2022,23,4.725,7103.99999999996,7099.27499999996,1
"A6P3WOAXDru","MOH - Uganda","Tooro","Ntoroko District","Karugutu Town Council","Karugutu HC IV","Karugutu HC IV",405000,199,2022,30,418.275,129235.499999999,128817.224999999,1
"ASNyZE7TMLu","MOH - Uganda","Bunyoro","Masindi District","Kabango Town Council","Kinyara Sugar Works HC III","Kinyara Sugar Works HC III",29208,29,2022,20,34.5,8177.19999999996,8142.69999999996,1
"AZRfSZ46cbp","MOH - Uganda","West Nile","Obongi District","Ewafa Subcounty","Aliba HC III","Aliba HC III",50065004,80,2022,20,85832.7,3084992.19999986,2999159.49999986,1
"AaEPI9rSAtc","MOH - Uganda","South Central","Kalangala District","Kalangala Town Council","Shuhadah HC II","Shuhadah HC II",90,6,2022,4,3.95,31.0999999999998,27.1499999999998,1
"Adxinf4hk0o","MOH - Uganda","Busoga","Iganga District","Nawandala Subcounty","Buzaaya HC II","Buzaaya HC II",394200,477,2022,25,1588.5,124226.999999999,122638.499999999,1
"AhDvE2o9F3L","MOH - Uganda","Bukedi","Busia District","Dabani Subcounty","Dabani Hospital","Dabani Hospital",146700,16,2022,41,211.5,18360,18148.5,1
"AjwnALSnLrK","MOH - Uganda","South Central","Rakai District","Kyalulangira Subcounty","Kibaale HC II","Kibaale HC II",240624,20,2022,51,1003.35,12872.4,11869.05,1
"BttsyxGJcTm","MOH - Uganda","Tooro","Kamwenge District","Bihanga Subcounty (Kamwenge District)","Kabingo (Bihanga) HC II","Kabingo (Bihanga) HC II",28684800,126,2022,26,1093.5,7984889.99999996,7983796.49999996,1
"CRKrLT3w8EQ","MOH - Uganda","Bunyoro","Kikuube District","Bugambe Subcounty","Bugambe HC III","Bugambe HC III",353600,59,2022,17,80.35,65787.9999999991,65707.6499999991,1
"CbZsLxa0Zp6","MOH - Uganda","Bukedi","Budaka District","Katiira Subcounty","Katira HC III","Katira HC III",393360,218,2022,26,719.4,143038.5,142319.1,1
"CnzSBNkUBIH","MOH - Uganda","Busoga","Namayingo District","Banda Subcounty (Namayingo District)","Lico HC III","Lico HC III",15000,NA,2022,51,30.9,1015.6,984.7,1
"CyZwgWizfmy","MOH - Uganda","West Nile","Koboko District","Keri Town Council","Kuluba HC III","Kuluba HC III",11852220,351,2022,29,13435,243607.5,230172.5,1
"D5teAz2N7y8","MOH - Uganda","Kampala","Kampala District","Makindye Division","Praise God Clinic HC II","Praise God Clinic HC II",5184,26,2022,43,12.625,1260.5,1247.875,1
"DDbLsI5S91i","MOH - Uganda","West Nile","Terego District","Odupi Subcounty","Imvepi HC II","Imvepi HC II",1403820,160,2022,18,2559,532080,529521,1
"DVPFLWaZInR","MOH - Uganda","West Nile","Terego District","Katrini Subcounty","Wandi HC III","Wandi HC III",3700080,296,2022,21,34560,403200,368640,1
"DXPEWHcbZwC","MOH - Uganda","Karamoja","Amudat District","Loroo Subcounty","Achorichor HC II","Achorichor HC II",411214,15,2022,14,4081.2,65562.8499999995,61481.6499999995,1
"E1TxjBqAvWB","MOH - Uganda","South Central","Butambala District","Kalamba Subcounty","Epi-Centre Senge HC III","Epi-Centre Senge HC III",510000,31,2022,8,23197.5,72486,49288.5,1
"E2jcuqc9IP6","MOH - Uganda","Kampala","Kampala District","Makindye Division","Rhona Medical Centre HC II","Rhona Medical Centre HC II",600,1,2022,22,6.775,204.749999999999,197.974999999999,1
"EBmWiWJFu2L","MOH - Uganda","South Central","Lwengo District","Kkingo Subcounty","Nkoni HC III","Nkoni HC III",30000,75,2022,3,522.6,10234,9711.4,1
"EFkeFVpHY58","MOH - Uganda","South Central","Lyantonde District","Lyantonde Town Council","Good Will Medical Centre Clinic","Good Will Medical Centre Clinic",9728,12,2022,2,22.85,3701.59999999999,3678.74999999999,1
"EU9ZacQmfpW","MOH - Uganda","Kigezi","Kanungu District","Kanungu Town Council","Kanungu HC IV","Kanungu HC IV",268280,95,2022,3,720,48057,47337,1
"EcIA72s0pdw","MOH - Uganda","South Central","Lyantonde District","Lyantonde Town Council","Bulamu Medical Centre HC II","Bulamu Medical Centre HC II",960,15,2022,11,24,354.4,330.4,1
"Eg7Efn5rKSj","MOH - Uganda","North Central","Buvuma District","Lubya Subcounty","Namiti Health Centre HC II","Namiti Health Centre HC II",141884,12,2022,25,20.5,14265,14244.5,1
"F4phb7m6hiz","MOH - Uganda","West Nile","Adjumani District","Pachara Subcounty","Arra HC II","Arra HC II",911880,54,2022,32,29916,115272,85356,1
"FDGxZvsSQrY","MOH - Uganda","West Nile","Obongi District","Itula Subcounty","Kali HC II","Kali HC II",610920,133,2022,30,9321.75,102762.15,93440.4,1
"FqJORz2AePH","MOH - Uganda","Busoga","Jinja City","Mafubira Subcounty","Lwanda HC II","Lwanda HC II",93600,81,2022,24,535.5,32350.4999999999,31814.9999999999,1
"FtIIuxEaVdq","MOH - Uganda","Busoga","Bugiri District","Bulesa Subcounty","God's Mercy Clinic","God's Mercy Clinic",9360,142,2022,33,72.4,474,401.6,1
"FvZUwmuSrzB","MOH - Uganda","Acholi","Gulu City","Gulu East","Lapeta HC II","Lapeta HC II",2178047,30,2022,10,3294,49279,45985,1
"Fw6WydOY9UR","MOH - Uganda","Acholi","Omoro District","Lakwana Subcounty","Lujorongole HC II","Lujorongole HC II",428100,174,2022,18,1462.5,52416,50953.5,1
"FzjQcOWAApu","MOH - Uganda","South Central","Kalangala District","Mugoye Subcounty","Kasekulo HC II","Kasekulo HC II",79201,9,2022,10,285.25,7920,7634.75,1
"GT8CbxGtA7o","MOH - Uganda","Bugisu","Bulambuli District","Lusha Subcounty","Bumwambu HC III","Bumwambu HC III",198000,11,2022,16,93,77166.0000000001,77073.0000000001,1
"GTtwaqeomFa","MOH - Uganda","Kigezi","Kisoro District","Rubuguri Town Council","Rubuguri HC IV","Rubuguri HC IV",2047200,5,2022,36,20958.75,27948.9,6990.15,1
"GaSVQD2cOzL","MOH - Uganda","Kampala","Kampala District","Rubaga Division","Saidina Abubakar Nursing Home HC III","Saidina Abubakar Nursing Home HC III",87840,8,2022,22,360,4677.5,4317.5,1
"GjiT4Fcwj6P","MOH - Uganda","North Central","Kyankwanzi District","Gayaza Subcounty","Kiyuni HC III","Kiyuni HC III",155120,59,2022,37,454.5,50935.5,50481,1
"Gs4nX12jUeA","MOH - Uganda","West Nile","Yumbe District","Yumbe Town Council","Yumbe HC IV","Yumbe HC IV",155282040,102,2022,52,47865,1342155,1294290,1
"GydLR8lY7Qw","MOH - Uganda","West Nile","Madi-Okollo District","Rigbo Subcounty","Oduobu HC III","Oduobu HC III",972360,440,2022,24,7965,137295.25,129330.25,1
"GzIVh9blxSN","MOH - Uganda","Acholi","Agago District","Omot Subcounty","Omot HC II","Omot HC II",2256360,317,2022,24,1387.5,747150,745762.5,1
"Gzi0wE7W18v","MOH - Uganda","Kigezi","Rukiga District","Rwamucucu Subcounty","Mparo Prison HC II","Mparo Prison HC II",39780,NA,2022,1,103.2,8184.00000000011,8080.80000000011,1
"H5qRrAmreYp","MOH - Uganda","West Nile","Madi-Okollo District","Uleppi Subcounty","St. Luke Katiyi HC III","St. Luke Katiyi HC III",45700,18,2022,15,307.5,11475,11167.5,1
"H8IwuI5HbgB","MOH - Uganda","West Nile","Yumbe District","Midigo Subcounty","Midigo HC IV","Midigo HC IV",1661800,249,2022,25,453.75,413855,413401.25,1
"HHk9WUPh2xf","MOH - Uganda","South Central","Sembabule District","Mijwala Subcounty","Kasaalu HC II","Kasaalu HC II",288000,24,2022,13,1440,106560,105120,1
"HRUwvJnV3yt","MOH - Uganda","Ankole","Isingiro District","Kaberebere Town Council","Kikokwa HC III","Kikokwa HC III",587880,11,2022,18,2544,82266,79722,1
"HXap310Pwnz","MOH - Uganda","Tooro","Kamwenge District","Rukunyu Town Council","Rukunyu Hospital","Rukunyu Hospital",2130840,139,2022,41,969.15,771389.999999996,770420.849999996,1
"HXq1Fb10i3f","MOH - Uganda","Teso","Katakwi District","Katakwi Town Council","Katakwi Prisons HC II","Katakwi Prisons HC II",53997,2,2022,4,273.4,5264.7,4991.3,1
"HZQq912GC0O","MOH - Uganda","South Central","Kyotera District","Kyebe Subcounty","Minziiro HC II","Minziiro HC II",1500,56,2022,22,20.1,598.85,578.75,1
"HbRR9Kem65L","MOH - Uganda","Tooro","Kamwenge District","Kabambiro Subcounty","Kabambiro HC III","Kabambiro HC III",2789630,83,2022,34,28352.75,902067.5,873714.75,1
"Hudt7sgd2Gu","MOH - Uganda","West Nile","Yumbe District","Kochi Subcounty","Koro Health Centre HC III","Koro Health Centre HC III",709488,167,2022,34,938.4,129444,128505.6,1
"I3q42sKAJua","MOH - Uganda","Bukedi","Tororo District","Kwapa Subcounty","Atangi HC III","Atangi HC III",4574160,132,2022,34,1254,545399.999999988,544145.999999988,1
"ILr03pFmrva","MOH - Uganda","Ankole","Bushenyi District","Kyabugimbi Town Council","Kyabugimbi HC IV","Kyabugimbi HC IV",20160,14,2022,52,180,6080,5900,1
"IfRYINCb1dC","MOH - Uganda","Teso","Kumi District","Northern Division (Kumi MC)","Kumi Prison HC II","Kumi Prison HC II",333864,1,2022,17,3625.6,63120,59494.4,1
"IgDdvRDyk3K","MOH - Uganda","Karamoja","Nakapiripirit District","Moruita Subcounty","Karinga HC II","Karinga HC II",91360,25,2022,27,720,27139.9999999998,26419.9999999998,1
"IthQ06bKLDY","MOH - Uganda","Tooro","Bunyangabu District","Kiyombya Subcounty","Nyamiseke HC II","Nyamiseke HC II",72000,4,2022,16,720,23265,22545,1
"IuVsQCPk19T","MOH - Uganda","West Nile","Madi-Okollo District","Rigbo Subcounty","Olujobo HC III","Olujobo HC III",1054000,331,2022,48,13520,263700,250180,1
"J030lvmEXQ2","MOH - Uganda","West Nile","Madi-Okollo District","Okollo Subcounty","Akino HC II","Akino HC II",153546165,277,2022,30,31863,1189686.625,1157823.625,1
"JAPYJGfV0VY","MOH - Uganda","West Nile","Koboko District","Southern Division (Koboko MC)","Koboko Hospital","Koboko Hospital",1740600,140,2022,32,2791.5,370768.5,367977,1
"JWY3IEK3xHs","MOH - Uganda","South Central","Bukomansimbi District","Kibinge Subcounty","Legacy Medical Center HC II","Legacy Medical Center HC II",121860,50,2022,18,111,46897.5,46786.5,1
"JbCOhUCNMdN","MOH - Uganda","West Nile","Yumbe District","Odravu Subcounty","Igamara Health Centre HC III","Igamara Health Centre HC III",826200,218,2022,21,2379.75,59922,57542.25,1
"JlWZ3wAo04I","MOH - Uganda","Ankole","Ntungamo District","Nyabihoko Subcounty","Karuruma HC III","Karuruma HC III",288980,55,2022,48,1410,101987.999999999,100577.999999999,1
"K97Ta0zw1QG","MOH - Uganda","Ankole","Rubirizi District","Katunguru Subcounty","Kashaka HC II","Kashaka HC II",199440,1,2022,43,2073.5,41283,39209.5,1
"KDkEBufisia","MOH - Uganda","Teso","Katakwi District","Palam Subcounty","Palam HC II","Palam HC II",506700,NA,2022,36,12465.9,113593.499999998,101127.599999998,1
"KUFnXlL4bk3","MOH - Uganda","Kampala","Kampala District","Kawempe Division","Abii Clinic HC IV","Abii Clinic HC IV",4111,NA,2022,2,200,678,478,1
"KXlCdKDSE53","MOH - Uganda","Kampala","Kampala District","Nakawa Division","Lifelink (Ntinda) Hospital","Lifelink (Ntinda) Hospital",27668,27,2022,34,42.225,336,293.775,1
"KabGzoH7k7H","MOH - Uganda","Teso","Soroti District","Lalle Subcounty","Lalle HC II","Lalle HC II",990000,133,2022,52,495,220770,220275,1
"KuCGJjeYQS4","MOH - Uganda","Tooro","Kasese District","Muhokya Subcounty","Muhokya HC III","Muhokya HC III",3960180,32,2022,34,945,368576.2,367631.2,1
"LPJ8Gxge7ig","MOH - Uganda","Acholi","Gulu City","Gulu West","St. Philip HC II","St. Philip HC II",124480800,166,2022,36,2772,36153463.9999999,36150691.9999999,1
"LUBH6P4iI1O","MOH - Uganda","Busoga","Mayuge District","Bukatube Subcounty","Bukaleeba HC II","Bukaleeba HC II",313298,73,2022,35,319.75,75181.5499999992,74861.7999999992,1
"LVFyV61bpdi","MOH - Uganda","Busoga","Kamuli District","Southern Division (Kamuli MC)","Kamuli Hospital","Kamuli Hospital",51783120,348,2022,25,59413,3444340,3384927,1
"LjUZlO3qZce","MOH - Uganda","North Central","Kiboga District","Kyekumbya Subcounty","Buninga HC III","Buninga HC III",351900,92,2022,21,14760,109404.000000001,94644.0000000009,1
"Lq5bORbEZDi","MOH - Uganda","West Nile","Adjumani District","Ukusijoni Subcounty","Maaji A HC II","Maaji A HC II",289800,62,2022,51,33187.5,116347.5,83160,1
"Lrcueou5ksf","MOH - Uganda","Kampala","Kampala District","Rubaga Division","Milne Medical Centre HC II","Milne Medical Centre HC II",50060,12,2022,29,405.55,10330.6999999999,9925.14999999994,1
"M4MwhMwJhKx","MOH - Uganda","Bukedi","Kibuku District","Kakutu Subcounty","Lyama HC II","Lyama HC II",5750856,266,2022,39,40.15,493920,493879.85,1
"M8hfqf9VtRV","MOH - Uganda","West Nile","Koboko District","Southern Division (Koboko MC)","Koboko Prison HC II","Koboko Prison HC II",84640,20,2022,34,725,15746.4,15021.4,1
"MH0SVcF6X2F","MOH - Uganda","North Central","Luwero District","Bombo Town Council","Bombo General Military Hospital","Bombo General Military Hospital",512633520,43,2022,13,1657.1,18232488,18230830.9,1
"MUxAV5pwDbk","MOH - Uganda","West Nile","Yumbe District","Kuru Subcounty","Yumbe Regional Referral Hospital","Yumbe Regional Referral Hospital",7584844,164,2022,11,7400.10000000001,1332864,1325463.9,1
"MVYYKgICwep","MOH - Uganda","Lango","Alebtong District","Abia Subcounty","Oteno HC II","Oteno HC II",288000,78,2022,47,1386,82871.9999999991,81485.9999999991,1
"MZbJgNwxaTe","MOH - Uganda","Bunyoro","Kiryandongo District","Kiryandongo Subcounty","Kiroko HC II","Kiroko HC II",1000440,129,2022,28,19260,214902.000000001,195642.000000001,1
"MaEE8FrNaK7","MOH - Uganda","North Central","Kayunga District","Busaana Town Council","St. Paul Domiciliary Clinic HC II","St. Paul Domiciliary Clinic HC II",180,16,2022,24,19.125,80.9999999999997,61.8749999999997,1
"MbcT4a29kOV","MOH - Uganda","West Nile","Moyo District","Aluru Subcounty","Opiro HC II","Opiro HC II",1157400,60,2022,26,13457.85,219977.999999997,206520.149999997,1
"MsrKKJaEXiV","MOH - Uganda","South Central","Lyantonde District","Kaliiro Subcounty","Kaliiro HC III","Kaliiro HC III",199440,82,2022,21,1440,41760,40320,1
"NNIbG3x0vW4","MOH - Uganda","Busoga","Bugiri District","Eastern Division (Bugiri MC)","Bugiri MC HC III","Bugiri MC HC III",922880,84,2022,50,1116.9,313667.999999998,312551.099999998,1
"NQaX9PnpOiB","MOH - Uganda","Bunyoro","Kagadi District","Bwikara Subcounty","Bwikara HC III","Bwikara HC III",1872000,149,2022,31,140,579240.000000002,579100.000000002,1
"NmZiWvRQ5nG","MOH - Uganda","Tooro","Kyegegwa District","Mpara Subcounty","Mukondo HC II","Mukondo HC II",766620,408,2022,23,9504.75,223322.25,213817.5,1
"NnCBsNdKT4X","MOH - Uganda","South Central","Wakiso District","Katabi Town Council","Nalugala HC II","Nalugala HC II",688400,17,2022,32,34488,104187.999999998,69699.9999999983,1
"O47np90Wlxj","MOH - Uganda","South Central","Wakiso District","Mende Subcounty","Show Mercy Medical Clinic HC II","Show Mercy Medical Clinic HC II",1189230,NA,2022,39,995.85,412869.299999999,411873.449999999,1
"OBzDS4sx5fq","MOH - Uganda","South Central","Sembabule District","Mateete Subcounty","Mitete HC II","Mitete HC II",214201,53,2022,38,2736,58535.9999999999,55799.9999999999,1
"OZm6EKHBeMU","MOH - Uganda","Busoga","Jinja City","Mafubira Subcounty","St. Benedict's HC III","St. Benedict's HC III",99100,25,2022,28,1386,30970.0000000001,29584.0000000001,1
"OeBKA5gCBXG","MOH - Uganda","Lango","Apac District","Akere Division","Apac Hospital","Apac Hospital",33333540,366,2022,29,38147,2468666.99999991,2430519.99999991,1
"OeJNhyifqPp","MOH - Uganda","Busoga","Luuka District","Bukooma Subcounty","Naigobya Lutheran HC II","Naigobya Lutheran HC II",480,2,2022,10,13.2,172.800000000001,159.600000000001,1
"OoVeZj9sCqA","MOH - Uganda","Tooro","Bundibugyo District","Busunga Town Council","Miracle Medical Center HC II","Miracle Medical Center HC II",2400,24,2022,37,30,840.4,810.4,1
"OwDder9Wkwn","MOH - Uganda","Tooro","Kabarole District","Mugusu Subcounty","Nyabuswa HC III","Nyabuswa HC III",120960,3,2022,9,1080,37817.9999999998,36737.9999999998,1
"PQ5WTEpxw8U","MOH - Uganda","Acholi","Gulu District","Owalo Subcounty","Lugore Prisons HC II","Lugore Prisons HC II",1058640,110,2022,23,15146,145805.999999999,130659.999999999,1
"PaFDdt89chv","MOH - Uganda","Acholi","Nwoya District","Purongo Subcounty","Wiianaka HC II","Wiianaka HC II",71200,24,2022,23,283.5,23040,22756.5,1
"PeqFGkxMSjw","MOH - Uganda","Acholi","Lamwo District","Lamwo Town Council","Pearl Medical Center Clinic","Pearl Medical Center Clinic",6724,5,2022,48,74,1245,1171,1
"Pgi000QNqrV","MOH - Uganda","Kigezi","Kisoro District","Nyarusiza Subcounty","Nyarusiza HC III","Nyarusiza HC III",21600,3,2022,48,67.2,8280,8212.8,1
"Qh9kLj8ETu6","MOH - Uganda","Tooro","Kasese District","Kyarumba Subcounty","St. Francis Of Assis-Kitabu HC III","St. Francis Of Assis-Kitabu HC III",165240,16,2022,6,720,32760,32040,1
"REtjx4sVLdw","MOH - Uganda","Bukedi","Tororo District","Iyolwa Subcounty","Nyiemera HC II","Nyiemera HC II",564300,NA,2022,38,2740.35,80442,77701.65,1
"RXMQeaZcjjG","MOH - Uganda","North Central","Kyankwanzi District","Mulagi Subcounty","Nalinya Ndagire HC III","Nalinya Ndagire HC III",3394200,110,2022,20,6484.5,54567,48082.5,1
"RnXpcMWI5Zu","MOH - Uganda","West Nile","Yumbe District","Odravu Subcounty","Abiriamajo HC II","Abiriamajo HC II",14351500,243,2022,43,7841.8,208311.6,200469.8,1
"RndGp2J7TuE","MOH - Uganda","Ankole","Buhweju District","Kajani Town Council","Butare HC III","Butare HC III",78300,234,2022,18,211.25,10071.15,9859.9,1
"Rt3qVzr4uqK","MOH - Uganda","Karamoja","Moroto District","Katikekile Subcounty","Kakingol HC III","Kakingol HC III",211140,15,2022,4,19800,57240,37440,1
