"district","year","week","tpr_district","tpr_status"
"Ntoroko District",2022,16,53.8,"4. 40-55%"
"Ntoroko District",2022,18,56.9,"5. 55-70%"
"Ntoroko District",2022,19,36.25,"3. 25-40%"
"Ntoroko District",2022,2,48.55,"4. 40-55%"
"Ntoroko District",2022,20,79.35,"6. >70%"
"Ntoroko District",2022,22,66.1,"5. 55-70%"
"Ntoroko District",2022,23,68.3,"5. 55-70%"
"Ntoroko District",2022,24,70.4333333333333,"6. >70%"
"Ntoroko District",2022,25,50.0333333333333,"4. 40-55%"
"Ntoroko District",2022,27,54.55,"4. 40-55%"
"Ntoroko District",2022,28,57.2,"5. 55-70%"
"Ntoroko District",2022,29,45.35,"4. 40-55%"
"Ntoroko District",2022,3,59.65,"5. 55-70%"
"Ntoroko District",2022,30,55.3,"5. 55-70%"
"Ntoroko District",2022,31,52.4,"4. 40-55%"
"Ntoroko District",2022,32,46.075,"4. 40-55%"
"Ntoroko District",2022,33,51.4,"4. 40-55%"
"Ntoroko District",2022,34,40.3,"4. 40-55%"
"Ntoroko District",2022,35,66.95,"5. 55-70%"
"Ntoroko District",2022,36,49.3,"4. 40-55%"
"Ntoroko District",2022,37,48.75,"4. 40-55%"
"Ntoroko District",2022,38,52.3333333333333,"4. 40-55%"
"Ntoroko District",2022,4,65.4666666666667,"5. 55-70%"
"Ntoroko District",2022,40,55.6666666666667,"5. 55-70%"
"Ntoroko District",2022,41,47.325,"4. 40-55%"
"Ntoroko District",2022,42,54.4,"4. 40-55%"
"Ntoroko District",2022,43,53.3666666666667,"4. 40-55%"
"Ntoroko District",2022,44,43.6,"4. 40-55%"
"Ntoroko District",2022,45,60.5,"5. 55-70%"
"Ntoroko District",2022,47,54.7333333333333,"4. 40-55%"
"Ntoroko District",2022,49,50.35,"4. 40-55%"
"Ntoroko District",2022,50,68.9,"5. 55-70%"
"Ntoroko District",2022,51,46.25,"4. 40-55%"
"Ntoroko District",2022,52,51.5666666666667,"4. 40-55%"
"Ntoroko District",2022,6,40.35,"4. 40-55%"
"Ntoroko District",2022,7,51.95,"4. 40-55%"
"Ntoroko District",2022,8,49.5,"4. 40-55%"
"Budaka District",2022,33,68.26,"5. 55-70%"
"Budaka District",2022,34,68.3833333333333,"5. 55-70%"
"Budaka District",2022,35,73.225,"6. >70%"
"Budaka District",2022,37,73.7833333333333,"6. >70%"
"Budaka District",2022,38,66.25,"5. 55-70%"
"Budaka District",2022,39,66.72,"5. 55-70%"
"Budaka District",2022,41,75.1333333333333,"6. >70%"
"Budaka District",2022,42,77.15,"6. >70%"
"Budaka District",2022,45,65.95,"5. 55-70%"
"Budaka District",2022,46,67.9,"5. 55-70%"
"Budaka District",2022,47,75.9,"6. >70%"
"Budaka District",2022,48,73.5,"6. >70%"
"Budaka District",2022,49,68.16,"5. 55-70%"
"Budaka District",2022,52,66.45,"5. 55-70%"
"Bukomansimbi District",2022,21,61.1,"5. 55-70%"
"Bukomansimbi District",2022,34,57.65,"5. 55-70%"
"Bukomansimbi District",2022,35,59.0428571428571,"5. 55-70%"
"Bukomansimbi District",2022,36,65.78,"5. 55-70%"
"Bukomansimbi District",2022,37,58.9714285714286,"5. 55-70%"
"Bukomansimbi District",2022,39,57.15,"5. 55-70%"
"Bukomansimbi District",2022,40,61.9,"5. 55-70%"
"Bukomansimbi District",2022,41,57.57,"5. 55-70%"
"Bukomansimbi District",2022,42,60.4285714285714,"5. 55-70%"
"Bukomansimbi District",2022,43,62.95,"5. 55-70%"
"Bukomansimbi District",2022,44,59.075,"5. 55-70%"
"Bukomansimbi District",2022,45,59.775,"5. 55-70%"
"Bukomansimbi District",2022,46,70.05,"6. >70%"
"Bukomansimbi District",2022,47,65.98,"5. 55-70%"
"Bukomansimbi District",2022,48,62.2333333333333,"5. 55-70%"
"Bukomansimbi District",2022,49,64.9142857142857,"5. 55-70%"
"Bukomansimbi District",2022,51,61.5875,"5. 55-70%"
"Kampala District",2022,39,25.8703296703297,"3. 25-40%"
"Kampala District",2022,41,29.0211538461538,"3. 25-40%"
"Kampala District",2022,42,29.7405940594059,"3. 25-40%"
"Kampala District",2022,44,28.1457142857143,"3. 25-40%"
"Kampala District",2022,45,28.9676767676768,"3. 25-40%"
"Kampala District",2022,47,28.9121739130435,"3. 25-40%"
"Kampala District",2022,49,31.0909090909091,"3. 25-40%"
"Kampala District",2022,50,31.2567010309278,"3. 25-40%"
"Kampala District",2022,52,33.9041666666667,"3. 25-40%"
"Lyantonde District",2022,10,28.4,"3. 25-40%"
"Lyantonde District",2022,12,34.5333333333333,"3. 25-40%"
"Lyantonde District",2022,28,46.65,"4. 40-55%"
"Lyantonde District",2022,29,48.66,"4. 40-55%"
"Lyantonde District",2022,30,39.3666666666667,"3. 25-40%"
"Lyantonde District",2022,31,44.65,"4. 40-55%"
"Lyantonde District",2022,32,39.525,"3. 25-40%"
"Lyantonde District",2022,35,26.9,"3. 25-40%"
"Lyantonde District",2022,36,18.95,"2. 10-25%"
"Lyantonde District",2022,40,54.4,"4. 40-55%"
"Lyantonde District",2022,43,57.5,"5. 55-70%"
"Lyantonde District",2022,45,49.12,"4. 40-55%"
"Lyantonde District",2022,46,53.3,"4. 40-55%"
"Lyantonde District",2022,50,47.4666666666667,"4. 40-55%"
"Lyantonde District",2022,51,59.7833333333333,"5. 55-70%"
"Lyantonde District",2022,8,34.775,"3. 25-40%"
"Namayingo District",2022,30,63.1125,"5. 55-70%"
"Namayingo District",2022,34,49.75,"4. 40-55%"
"Kamwenge District",2022,1,63.9,"5. 55-70%"
"Kamwenge District",2022,13,36.8,"3. 25-40%"
"Kamwenge District",2022,15,44.975,"4. 40-55%"
"Kamwenge District",2022,19,50.08,"4. 40-55%"
"Kamwenge District",2022,2,59.5285714285714,"5. 55-70%"
"Kamwenge District",2022,20,55.75,"5. 55-70%"
"Kamwenge District",2022,23,55.3166666666667,"5. 55-70%"
"Kamwenge District",2022,25,51.2,"4. 40-55%"
"Kamwenge District",2022,26,60.6875,"5. 55-70%"
"Kamwenge District",2022,27,50.0777777777778,"4. 40-55%"
"Kamwenge District",2022,28,51.1714285714286,"4. 40-55%"
"Kamwenge District",2022,3,63.1375,"5. 55-70%"
"Kamwenge District",2022,30,52.16,"4. 40-55%"
"Kamwenge District",2022,31,41.3111111111111,"4. 40-55%"
"Kamwenge District",2022,32,47.2555555555556,"4. 40-55%"
"Kamwenge District",2022,34,49.4454545454545,"4. 40-55%"
"Kamwenge District",2022,40,59.75,"5. 55-70%"
"Kamwenge District",2022,42,53.5571428571429,"4. 40-55%"
"Kamwenge District",2022,43,66.3625,"5. 55-70%"
"Kamwenge District",2022,44,56.7285714285714,"5. 55-70%"
"Kamwenge District",2022,45,56.9428571428571,"5. 55-70%"
"Kamwenge District",2022,9,43.1363636363636,"4. 40-55%"
"Rukungiri District",2022,1,31.4,"3. 25-40%"
"Rukungiri District",2022,48,62.56,"5. 55-70%"
"Rukungiri District",2022,49,32.95,"3. 25-40%"
"Buyende District",2022,11,38.5,"3. 25-40%"
"Buyende District",2022,12,40.025,"4. 40-55%"
"Buyende District",2022,13,44.975,"4. 40-55%"
"Buyende District",2022,14,51.825,"4. 40-55%"
"Buyende District",2022,15,34.55,"3. 25-40%"
"Buyende District",2022,2,38,"3. 25-40%"
"Buyende District",2022,20,73.75,"6. >70%"
"Buyende District",2022,23,69.25,"5. 55-70%"
"Buyende District",2022,24,67.7333333333333,"5. 55-70%"
"Buyende District",2022,25,69.725,"5. 55-70%"
"Buyende District",2022,28,60.1,"5. 55-70%"
"Buyende District",2022,31,55.92,"5. 55-70%"
"Buyende District",2022,46,57.45,"5. 55-70%"
"Buyende District",2022,7,42.5666666666667,"4. 40-55%"
"Buyende District",2022,8,34.88,"3. 25-40%"
"Kalangala District",2022,1,48.26,"4. 40-55%"
"Kalangala District",2022,23,33.5166666666667,"3. 25-40%"
"Kalangala District",2022,24,37.3857142857143,"3. 25-40%"
"Kalangala District",2022,25,39.7285714285714,"3. 25-40%"
"Kalangala District",2022,26,26.0666666666667,"3. 25-40%"
"Kalangala District",2022,29,51.6666666666667,"4. 40-55%"
"Kalangala District",2022,30,30.9,"3. 25-40%"
"Kalangala District",2022,32,29.7,"3. 25-40%"
"Kalangala District",2022,34,25,"2. 10-25%"
"Kalangala District",2022,36,25.95,"3. 25-40%"
"Kalangala District",2022,38,30.0166666666667,"3. 25-40%"
"Kalangala District",2022,39,34.1666666666667,"3. 25-40%"
"Kalangala District",2022,41,23.7,"2. 10-25%"
"Kalangala District",2022,43,29.96,"3. 25-40%"
"Kalangala District",2022,48,33.1833333333333,"3. 25-40%"
"Kalangala District",2022,49,29.88,"3. 25-40%"
"Kalangala District",2022,5,76.6333333333333,"6. >70%"
"Kalangala District",2022,50,39.6,"3. 25-40%"
"Kalangala District",2022,6,49.4,"4. 40-55%"
"Amuria District",2022,1,46.8333333333333,"4. 40-55%"
"Amuria District",2022,10,46.7875,"4. 40-55%"
"Amuria District",2022,11,40.6857142857143,"4. 40-55%"
"Amuria District",2022,13,40.9,"4. 40-55%"
"Amuria District",2022,14,53.5428571428571,"4. 40-55%"
"Amuria District",2022,15,47.625,"4. 40-55%"
"Amuria District",2022,16,38.6222222222222,"3. 25-40%"
"Amuria District",2022,17,44.3777777777778,"4. 40-55%"
"Amuria District",2022,18,52.7111111111111,"4. 40-55%"
"Amuria District",2022,19,56.7,"5. 55-70%"
"Amuria District",2022,2,51.325,"4. 40-55%"
"Amuria District",2022,20,55.45,"5. 55-70%"
"Amuria District",2022,21,52.225,"4. 40-55%"
"Amuria District",2022,22,70.04,"6. >70%"
"Amuria District",2022,23,65.54,"5. 55-70%"
"Amuria District",2022,24,66.1833333333333,"5. 55-70%"
"Amuria District",2022,25,62.4333333333333,"5. 55-70%"
"Amuria District",2022,26,53.625,"4. 40-55%"
"Amuria District",2022,28,63.0888888888889,"5. 55-70%"
"Amuria District",2022,29,56.8,"5. 55-70%"
"Amuria District",2022,3,52.8,"4. 40-55%"
"Amuria District",2022,30,60.7857142857143,"5. 55-70%"
"Amuria District",2022,31,53.6111111111111,"4. 40-55%"
"Amuria District",2022,32,53.9375,"4. 40-55%"
"Amuria District",2022,33,61.0111111111111,"5. 55-70%"
"Amuria District",2022,34,53.7666666666667,"4. 40-55%"
"Amuria District",2022,35,62.4142857142857,"5. 55-70%"
"Amuria District",2022,36,58.4625,"5. 55-70%"
"Amuria District",2022,37,62.4,"5. 55-70%"
"Amuria District",2022,38,56.3111111111111,"5. 55-70%"
"Amuria District",2022,39,58.3444444444444,"5. 55-70%"
"Amuria District",2022,4,47.45,"4. 40-55%"
"Amuria District",2022,40,59.8857142857143,"5. 55-70%"
"Amuria District",2022,41,63.6166666666667,"5. 55-70%"
"Amuria District",2022,42,54.5636363636364,"4. 40-55%"
"Amuria District",2022,43,57.92,"5. 55-70%"
"Amuria District",2022,44,59.9555555555556,"5. 55-70%"
"Amuria District",2022,48,57.49,"5. 55-70%"
"Amuria District",2022,49,55.9666666666667,"5. 55-70%"
"Amuria District",2022,5,45.2083333333333,"4. 40-55%"
"Amuria District",2022,50,53.625,"4. 40-55%"
"Amuria District",2022,52,47.9833333333333,"4. 40-55%"
"Amuria District",2022,6,41.1111111111111,"4. 40-55%"
"Amuria District",2022,7,46.23,"4. 40-55%"
"Amuria District",2022,8,41.575,"4. 40-55%"
"Bunyangabu District",2022,1,58.85,"5. 55-70%"
"Bunyangabu District",2022,10,27.75,"3. 25-40%"
"Bunyangabu District",2022,11,28.6666666666667,"3. 25-40%"
"Bunyangabu District",2022,12,38.8,"3. 25-40%"
"Bunyangabu District",2022,13,42.3666666666667,"4. 40-55%"
"Bunyangabu District",2022,14,52.9,"4. 40-55%"
"Bunyangabu District",2022,15,44.96,"4. 40-55%"
"Bunyangabu District",2022,16,53.675,"4. 40-55%"
"Bunyangabu District",2022,17,45.65,"4. 40-55%"
"Bunyangabu District",2022,18,43,"4. 40-55%"
"Bunyangabu District",2022,19,46.35,"4. 40-55%"
"Bunyangabu District",2022,2,42.5,"4. 40-55%"
"Bunyangabu District",2022,20,31.2333333333333,"3. 25-40%"
"Bunyangabu District",2022,21,38.55,"3. 25-40%"
"Bunyangabu District",2022,22,53.8,"4. 40-55%"
"Bunyangabu District",2022,23,47.35,"4. 40-55%"
"Bunyangabu District",2022,24,42.56,"4. 40-55%"
"Bunyangabu District",2022,25,42,"4. 40-55%"
"Bunyangabu District",2022,26,43,"4. 40-55%"
"Bunyangabu District",2022,27,57.9375,"5. 55-70%"
"Bunyangabu District",2022,28,52.9857142857143,"4. 40-55%"
"Bunyangabu District",2022,29,38.0333333333333,"3. 25-40%"
"Bunyangabu District",2022,3,62.375,"5. 55-70%"
"Bunyangabu District",2022,32,58.15,"5. 55-70%"
"Bunyangabu District",2022,33,54.95,"4. 40-55%"
"Bunyangabu District",2022,34,51.55,"4. 40-55%"
"Bunyangabu District",2022,35,49.0428571428571,"4. 40-55%"
"Bunyangabu District",2022,36,58.25,"5. 55-70%"
"Bunyangabu District",2022,37,61.0428571428571,"5. 55-70%"
"Bunyangabu District",2022,38,58.775,"5. 55-70%"
"Bunyangabu District",2022,39,47.675,"4. 40-55%"
"Bunyangabu District",2022,4,31.9333333333333,"3. 25-40%"
"Bunyangabu District",2022,41,40.8333333333333,"4. 40-55%"
"Bunyangabu District",2022,42,47,"4. 40-55%"
"Bunyangabu District",2022,43,55.83,"5. 55-70%"
"Bunyangabu District",2022,44,42.825,"4. 40-55%"
"Bunyangabu District",2022,47,54.3,"4. 40-55%"
"Bunyangabu District",2022,48,54.2375,"4. 40-55%"
"Bunyangabu District",2022,49,56.14,"5. 55-70%"
"Bunyangabu District",2022,5,70.15,"6. >70%"
"Bunyangabu District",2022,52,42,"4. 40-55%"
"Bunyangabu District",2022,6,48.175,"4. 40-55%"
"Bunyangabu District",2022,7,37.88,"3. 25-40%"
"Bunyangabu District",2022,8,38.86,"3. 25-40%"
"Bunyangabu District",2022,9,66.18,"5. 55-70%"
"Buvuma District",2022,11,56.9,"5. 55-70%"
"Buvuma District",2022,12,53.875,"4. 40-55%"
"Buvuma District",2022,14,59.1,"5. 55-70%"
"Buvuma District",2022,17,57.1,"5. 55-70%"
"Buvuma District",2022,24,61.9333333333333,"5. 55-70%"
"Buvuma District",2022,25,54.3166666666667,"4. 40-55%"
"Buvuma District",2022,27,53.5666666666667,"4. 40-55%"
"Buvuma District",2022,37,54.025,"4. 40-55%"
"Buvuma District",2022,38,44.625,"4. 40-55%"
"Buvuma District",2022,39,47.3666666666667,"4. 40-55%"
"Buvuma District",2022,42,57.375,"5. 55-70%"
"Buvuma District",2022,9,51.32,"4. 40-55%"
"Alebtong District",2022,1,69.1166666666667,"5. 55-70%"
"Alebtong District",2022,11,72.5666666666667,"6. >70%"
"Alebtong District",2022,13,59.3666666666667,"5. 55-70%"
"Alebtong District",2022,15,80.1,"6. >70%"
"Alebtong District",2022,28,70.74,"6. >70%"
"Alebtong District",2022,30,74.1,"6. >70%"
"Alebtong District",2022,32,70.48,"6. >70%"
"Alebtong District",2022,33,66.5,"5. 55-70%"
"Alebtong District",2022,38,61.55,"5. 55-70%"
"Alebtong District",2022,39,60.8,"5. 55-70%"
"Alebtong District",2022,40,69.0285714285714,"5. 55-70%"
"Alebtong District",2022,42,64.0333333333333,"5. 55-70%"
"Alebtong District",2022,48,64.125,"5. 55-70%"
"Alebtong District",2022,49,70.9,"6. >70%"
"Alebtong District",2022,50,73.08,"6. >70%"
"Kampala District",2022,10,26.1569230769231,"3. 25-40%"
"Kampala District",2022,16,27.7217391304348,"3. 25-40%"
"Kampala District",2022,18,25.2514705882353,"3. 25-40%"
"Kampala District",2022,19,30.0368421052632,"3. 25-40%"
"Kampala District",2022,2,25.604,"3. 25-40%"
"Kampala District",2022,20,31.7881355932203,"3. 25-40%"
"Kampala District",2022,21,32.2058823529412,"3. 25-40%"
"Kampala District",2022,22,25.3560975609756,"3. 25-40%"
"Kampala District",2022,23,31.4553191489362,"3. 25-40%"
"Kampala District",2022,24,27.1490740740741,"3. 25-40%"
"Kampala District",2022,25,26.8469387755102,"3. 25-40%"
"Kampala District",2022,27,27.0725490196078,"3. 25-40%"
"Kampala District",2022,31,29.487037037037,"3. 25-40%"
"Kampala District",2022,35,29.4774509803922,"3. 25-40%"
"Kampala District",2022,9,29.0290322580645,"3. 25-40%"
"Arua City",2022,13,31.16,"3. 25-40%"
"Arua City",2022,16,43.6666666666667,"4. 40-55%"
"Arua City",2022,17,43.4,"4. 40-55%"
"Arua City",2022,18,39.14,"3. 25-40%"
"Arua City",2022,19,39.06,"3. 25-40%"
"Arua City",2022,20,28.9333333333333,"3. 25-40%"
"Arua City",2022,25,35.2666666666667,"3. 25-40%"
"Arua City",2022,26,37.36,"3. 25-40%"
"Arua City",2022,27,36.0666666666667,"3. 25-40%"
"Arua City",2022,32,39.4,"3. 25-40%"
"Arua City",2022,34,39.7,"3. 25-40%"
"Arua City",2022,35,39.0636363636364,"3. 25-40%"
"Arua City",2022,41,31.8222222222222,"3. 25-40%"
"Arua City",2022,43,32.3818181818182,"3. 25-40%"
"Arua City",2022,45,47.9230769230769,"4. 40-55%"
"Arua City",2022,46,43.1375,"4. 40-55%"
"Arua City",2022,48,38.6875,"3. 25-40%"
"Arua City",2022,49,52.31,"4. 40-55%"
"Arua City",2022,5,33.42,"3. 25-40%"
"Arua City",2022,52,31.35,"3. 25-40%"
"Arua City",2022,8,37.6833333333333,"3. 25-40%"
"Pader District",2022,2,56.0666666666667,"5. 55-70%"
"Pader District",2022,23,71.2625,"6. >70%"
"Pader District",2022,25,75.825,"6. >70%"
"Pader District",2022,26,73.2,"6. >70%"
"Pader District",2022,29,69.5615384615385,"5. 55-70%"
"Pader District",2022,30,71.6416666666667,"6. >70%"
"Pader District",2022,31,73.7357142857143,"6. >70%"
"Pader District",2022,32,72.1,"6. >70%"
"Pader District",2022,36,61.6666666666667,"5. 55-70%"
"Pader District",2022,40,71.2846153846154,"6. >70%"
"Pader District",2022,48,64.5363636363636,"5. 55-70%"
"Pader District",2022,49,59.17,"5. 55-70%"
"Pader District",2022,5,63.5833333333333,"5. 55-70%"
"Pader District",2022,6,51.4166666666667,"4. 40-55%"
"Kwania District",2022,14,57.3,"5. 55-70%"
"Kwania District",2022,28,69.5,"5. 55-70%"
"Kwania District",2022,29,68.2285714285714,"5. 55-70%"
"Isingiro District",2022,12,36.4857142857143,"3. 25-40%"
"Isingiro District",2022,14,40.825,"4. 40-55%"
"Isingiro District",2022,18,46.4428571428571,"4. 40-55%"
"Isingiro District",2022,25,46.6222222222222,"4. 40-55%"
"Isingiro District",2022,26,49.4111111111111,"4. 40-55%"
"Isingiro District",2022,28,40.6714285714286,"4. 40-55%"
"Isingiro District",2022,29,39.5,"3. 25-40%"
"Isingiro District",2022,3,48.24,"4. 40-55%"
"Isingiro District",2022,4,48.2857142857143,"4. 40-55%"
"Isingiro District",2022,7,54.1857142857143,"4. 40-55%"
"Masindi District",2022,14,20.34,"2. 10-25%"
"Masindi District",2022,19,41.3272727272727,"4. 40-55%"
"Masindi District",2022,24,30.78,"3. 25-40%"
"Masindi District",2022,25,19.78,"2. 10-25%"
"Masindi District",2022,26,26.5666666666667,"3. 25-40%"
"Masindi District",2022,27,25.6857142857143,"3. 25-40%"
"Masindi District",2022,28,28.65,"3. 25-40%"
"Masindi District",2022,29,31.26,"3. 25-40%"
"Masindi District",2022,30,24.06,"2. 10-25%"
"Masindi District",2022,31,29.74,"3. 25-40%"
"Masindi District",2022,33,39.8857142857143,"3. 25-40%"
"Masindi District",2022,34,31,"3. 25-40%"
"Masindi District",2022,35,31.1714285714286,"3. 25-40%"
"Masindi District",2022,36,41.0625,"4. 40-55%"
"Masindi District",2022,37,43.95,"4. 40-55%"
"Masindi District",2022,38,32.75,"3. 25-40%"
"Masindi District",2022,40,32.4333333333333,"3. 25-40%"
"Masindi District",2022,41,31.65,"3. 25-40%"
"Masindi District",2022,42,30.5777777777778,"3. 25-40%"
"Masindi District",2022,43,30.7222222222222,"3. 25-40%"
"Masindi District",2022,46,32.45,"3. 25-40%"
"Masindi District",2022,47,37.4285714285714,"3. 25-40%"
"Masindi District",2022,48,31.5888888888889,"3. 25-40%"
"Masindi District",2022,50,40.62,"4. 40-55%"
"Masindi District",2022,51,45.9166666666667,"4. 40-55%"
"Masindi District",2022,52,39.7714285714286,"3. 25-40%"
"Kiruhura District",2022,41,50.95,"4. 40-55%"
"Nakaseke District",2022,13,26.3857142857143,"3. 25-40%"
"Nakaseke District",2022,14,30.4428571428571,"3. 25-40%"
"Nakaseke District",2022,15,33.3,"3. 25-40%"
"Nakaseke District",2022,16,38.85,"3. 25-40%"
"Nakaseke District",2022,17,49.18,"4. 40-55%"
"Nakaseke District",2022,19,58,"5. 55-70%"
"Nakaseke District",2022,20,35.075,"3. 25-40%"
"Nakaseke District",2022,21,36.38,"3. 25-40%"
"Nakaseke District",2022,24,52.5333333333333,"4. 40-55%"
"Nakaseke District",2022,25,53.075,"4. 40-55%"
"Nakaseke District",2022,26,50.0571428571429,"4. 40-55%"
"Nakaseke District",2022,27,45.56,"4. 40-55%"
"Nakaseke District",2022,29,47.8285714285714,"4. 40-55%"
"Nakaseke District",2022,32,49.54,"4. 40-55%"
"Nakaseke District",2022,37,53.42,"4. 40-55%"
"Nakaseke District",2022,38,42.94,"4. 40-55%"
"Lira City",2022,10,34.7,"3. 25-40%"
"Lira City",2022,15,23.6666666666667,"2. 10-25%"
"Lira City",2022,16,33.0285714285714,"3. 25-40%"
"Lira City",2022,19,37,"3. 25-40%"
"Lira City",2022,20,45.8272727272727,"4. 40-55%"
"Lira City",2022,27,45.0692307692308,"4. 40-55%"
"Lira City",2022,28,39.9833333333333,"3. 25-40%"
"Lira City",2022,29,35.725,"3. 25-40%"
"Lira City",2022,30,42.5333333333333,"4. 40-55%"
"Lira City",2022,31,42.7416666666667,"4. 40-55%"
"Lira City",2022,32,52.6583333333333,"4. 40-55%"
"Lira City",2022,33,53.7285714285714,"4. 40-55%"
"Lira City",2022,34,46.5642857142857,"4. 40-55%"
"Lira City",2022,36,49.1928571428571,"4. 40-55%"
"Lira City",2022,38,47.9375,"4. 40-55%"
"Lira City",2022,39,42.94,"4. 40-55%"
"Lira City",2022,42,46.9625,"4. 40-55%"
"Lira City",2022,43,42.5333333333333,"4. 40-55%"
"Lira City",2022,45,45.2583333333333,"4. 40-55%"
"Lira City",2022,49,49.6,"4. 40-55%"
"Lira City",2022,9,41.76,"4. 40-55%"
"Soroti District",2022,1,57.4,"5. 55-70%"
"Soroti District",2022,11,48.88,"4. 40-55%"
"Soroti District",2022,12,60.8,"5. 55-70%"
"Soroti District",2022,16,62.4333333333333,"5. 55-70%"
"Soroti District",2022,17,62.2666666666667,"5. 55-70%"
"Soroti District",2022,18,68.6,"5. 55-70%"
"Soroti District",2022,19,64.74,"5. 55-70%"
"Soroti District",2022,2,61.4166666666667,"5. 55-70%"
"Soroti District",2022,22,69.6,"5. 55-70%"
"Soroti District",2022,23,68.92,"5. 55-70%"
"Soroti District",2022,24,77.8428571428571,"6. >70%"
"Soroti District",2022,25,74.75,"6. >70%"
"Soroti District",2022,26,69.2333333333333,"5. 55-70%"
"Soroti District",2022,27,74.1833333333333,"6. >70%"
"Soroti District",2022,28,74.5428571428571,"6. >70%"
"Soroti District",2022,29,63.2714285714286,"5. 55-70%"
"Soroti District",2022,3,64.54,"5. 55-70%"
"Soroti District",2022,30,62.575,"5. 55-70%"
"Soroti District",2022,31,75.2666666666667,"6. >70%"
"Soroti District",2022,33,70.0428571428571,"6. >70%"
"Soroti District",2022,34,63.4714285714286,"5. 55-70%"
"Soroti District",2022,35,60.85,"5. 55-70%"
"Soroti District",2022,36,55.75,"5. 55-70%"
"Soroti District",2022,37,63.2857142857143,"5. 55-70%"
"Soroti District",2022,38,61.2428571428571,"5. 55-70%"
"Soroti District",2022,39,63.3166666666667,"5. 55-70%"
"Soroti District",2022,4,52.94,"4. 40-55%"
