"location_id","national","region","district","subcounty","facility","location_name","tx_stock","cases","year","week","q1","q3","iqr","potential_outlier"
"g6xaEQ1fTQS","MOH - Uganda","Acholi","Kitgum District","Pager Division","St. Joseph's Kitgum Hospital","St. Joseph's Kitgum Hospital",104040,14,2022,9,2835,39525.5,36690.5,1
"gEyMEXQTUmm","MOH - Uganda","Kampala","Kampala District","Makindye Division","Peter Claver J & Sseremba Medical Centre HC II","Peter Claver J & Sseremba Medical Centre HC II",180,2,2022,13,24,77.9999999999998,53.9999999999998,1
"gXiG10Hmt7w","MOH - Uganda","Kigezi","Kisoro District","Southern Division (Kisoro MC)","Afya Clinic","Afya Clinic",11802,NA,2022,44,833.2,3218.69999999999,2385.49999999999,1
"ge5EIwMfYJP","MOH - Uganda","Karamoja","Napak District","Ngoleriet Subcounty","Ngoleriet HC II","Ngoleriet HC II",141740,87,2022,48,6516,42189.4999999997,35673.4999999997,1
"gid2cWEy2rv","MOH - Uganda","Busoga","Mayuge District","Imanyiro Subcounty","Bufulubi Prison HC II","Bufulubi Prison HC II",327240,72,2022,25,1440,111121,109681,1
"gtVTKwveKEE","MOH - Uganda","Acholi","Gulu District","Paibona Subcounty","Paibona HC II","Paibona HC II",188846,102,2022,41,3488.4,51442.7999999994,47954.3999999994,1
"h6mBc3T03Ze","MOH - Uganda","Karamoja","Kotido District","Kacheri Subcounty","Lokiding HC II","Lokiding HC II",486600,NA,2022,52,15979.4,80991,65011.6,1
"h7tdk6J0nEk","MOH - Uganda","South Central","Rakai District","Kiziba Subcounty (Rakai District)","Lukerere HC II","Lukerere HC II",864000,94,2022,39,26665,128268,101603,1
"hAdnePvF54E","MOH - Uganda","Ankole","Mbarara City","Biharwe Subcounty","Biharwe (Nyabuhama) HC III","Biharwe (Nyabuhama) HC III",955540,22,2022,9,1260,95540,94280,1
"hBhHjc3o6Fa","MOH - Uganda","South Central","Rakai District","Kyalulangira Subcounty","Kyalulangira HC III","Kyalulangira HC III",992780,162,2022,7,85680,224435.65,138755.65,1
"hFO29Yr6ysA","MOH - Uganda","North Central","Mukono District","Mpatta Subcounty","Kabanga HC III","Kabanga HC III",333000,54,2022,44,3312,70200,66888,1
"hGZQdzp6xLI","MOH - Uganda","Bukedi","Tororo District","Magola Subcounty","Kayoro HC II","Kayoro HC II",431041,NA,2022,44,756,66785.4,66029.4,1
"hhlAmkWLbR2","MOH - Uganda","South Central","Kyotera District","Kyebe Subcounty","Gwanda HC II","Gwanda HC II",662280,15,2022,6,1260,79200,77940,1
"hhz818sQTkO","MOH - Uganda","Acholi","Pader District","Atanga Subcounty","Lawiyeadul HC II","Lawiyeadul HC II",199440,86,2022,52,2124,80081.9999999996,77957.9999999996,1
"hmL6fXhBwaS","MOH - Uganda","West Nile","Adjumani District","Dzaipi Subcounty","Pagirinya HC III","Pagirinya HC III",1071280,347,2022,34,7085,422321.999999999,415236.999999999,1
"i783Z5CHxyj","MOH - Uganda","Lango","Oyam District","Aleka Subcounty","Abela HC II","Abela HC II",188289,151,2022,8,16650,83885.1749999995,67235.1749999995,1
"i8bLQB8OE5I","MOH - Uganda","West Nile","Yumbe District","Romogi Subcounty","Twajiji Health Centre HC III","Twajiji Health Centre HC III",79918380,251,2022,45,2389,295438.5,293049.5,1
"iRuin8Wmvzp","MOH - Uganda","Acholi","Gulu City","Gulu East","Healing Hand Medical Centre","Healing Hand Medical Centre",2210,39,2022,35,120,620,500,1
"iWJI9r3QCDh","MOH - Uganda","Ankole","Ntungamo District","Nyamukana Town Council","Nyongozi HC II","Nyongozi HC II",229100,10,2022,4,2613.3,31701.4999999997,29088.1999999997,1
"ifSPcuzT8Iw","MOH - Uganda","Acholi","Agago District","Lapono Subcounty","Ogwang Kamolo HC II","Ogwang Kamolo HC II",1306698,99,2022,21,12353.2,254323.949999998,241970.749999998,1
"io8JhubppQo","MOH - Uganda","South Central","Kyotera District","Kyotera Town Council","Kyotera Med. Centre HC III","Kyotera Med. Centre HC III",960,15,2022,7,52.55,384,331.45,1
"j0I9qHOtVIw","MOH - Uganda","Ankole","Kazo District","Burunga Subcounty","Burunga HC III","Burunga HC III",545040,47,2022,6,6065.7,139614,133548.3,1
"jEWfNHf8Ayt","MOH - Uganda","Bunyoro","Kibaale District","Kasimbi Subcounty","Alustin HC III","Alustin HC III",51064,59,2022,52,115.7,7026.6,6910.9,1
"jOTn54eudpu","MOH - Uganda","Bukedi","Tororo District","Magola Subcounty","Papoli HC III","Papoli HC III",17300,NA,2022,25,48,1617.5,1569.5,1
"jRxAHetpkG8","MOH - Uganda","Lango","Kwania District","Aduku Town Council","King of Peace Clinic","King of Peace Clinic",28880,40,2022,48,380.8,4536,4155.2,1
"jUKfBoACXvI","MOH - Uganda","Tooro","Kasese District","Ihandiro Subcounty","Bubothyo HC II","Bubothyo HC II",259200,65,2022,14,1485,101492.999999999,100007.999999999,1
"k8HLe4uciRP","MOH - Uganda","West Nile","Yumbe District","Yumbe Town Council","Umoja Clinic","Umoja Clinic",623520,71,2022,20,183.6,32543.9999999982,32360.3999999982,1
"kG0Pg9QsbJM","MOH - Uganda","Acholi","Gulu City","Gulu West","St. Nektarios Orthodox HC III","St. Nektarios Orthodox HC III",82440,97,2022,45,114,27582,27468,1
"kjrZmlTqV89","MOH - Uganda","Ankole","Ntungamo District","Ntungamo Subcounty","Nyarubare HC II","Nyarubare HC II",295200,5,2022,25,1539,28138,26599,1
"kvNr0D5clU1","MOH - Uganda","Tooro","Bundibugyo District","Sindila Subcounty","Kakuka HC III","Kakuka HC III",856556,304,2022,22,1512,147866.4,146354.4,1
"kvZH9oA6jkJ","MOH - Uganda","Karamoja","Moroto District","Nadunget Subcounty","Loputuk HC III","Loputuk HC III",90002575,48,2022,43,510,24165,23655,1
"l5C1tkKf11K","MOH - Uganda","Teso","Amuria District","Abarilela Subcounty","Ongutoi HC III","Ongutoi HC III",24000,18,2022,40,801.6,5859.6,5058,1
"lH80zq7z1Hg","MOH - Uganda","South Central","Butambala District","Ngando Subcounty","Ngando HC III","Ngando HC III",250220,42,2022,26,4410,48600,44190,1
"lYgSWrePvFh","MOH - Uganda","Bukedi","Tororo District","Western Division (Tororo MC)","Divine Mercy (Tororo) Hospital","Divine Mercy (Tororo) Hospital",21000,NA,2022,25,66,3829.99999999997,3763.99999999997,1
"mH1WkMQFPY1","MOH - Uganda","North Central","Mukono District","Kisoga Town Council","Kisoga Mirembe Maria HC II","Kisoga Mirembe Maria HC II",31100,5,2022,51,270.3,7193.97499999996,6923.67499999996,1
"mQss6Xw8lxM","MOH - Uganda","Tooro","Fort Portal City","Central Division","Great Lakes Hospital","Great Lakes Hospital",2400,1,2022,52,22.8,726.000000000003,703.200000000003,1
"mWaRCpc5hPU","MOH - Uganda","South Central","Kalangala District","Bufumira Subcounty","Bufumira HC III","Bufumira HC III",390294,NA,2022,44,21.75,480,458.25,1
"mpAh5EDvfVT","MOH - Uganda","West Nile","Terego District","Omugo Subcounty","Widi(Omugo Extention) HC III","Widi(Omugo Extention) HC III",2808000,241,2022,6,6943.5,416077.5,409134,1
"muTxqZACHER","MOH - Uganda","Bunyoro","Masindi District","Kiruli Subcounty","Kitanyata HC II","Kitanyata HC II",145300,21,2022,14,354,37360.9999999997,37006.9999999997,1
"muwJAkGOjj5","MOH - Uganda","Bukedi","Pallisa District","Kamuge Town Council","Kamuge HC III","Kamuge HC III",40326480,238,2022,46,900,1349495,1348595,1
"n5SQNdlBw2w","MOH - Uganda","West Nile","Yumbe District","Drajini Subcounty","Mongoyo HC II","Mongoyo HC II",1761120,304,2022,18,4617,175248,170631,1
"o3GWM4VVhQy","MOH - Uganda","Acholi","Gulu City","Gulu East","Reproductive Health Uganda (Gulu) HC II","Reproductive Health Uganda (Gulu) HC II",720,1,2022,2,29.9,257.349999999999,227.449999999999,1
"o5I1o1YMVxP","MOH - Uganda","West Nile","Maracha District","Obiba Subcounty","Eliofe HC III","Eliofe HC III",904924,167,2022,17,11376,177120,165744,1
"o7OluoErEud","MOH - Uganda","Bunyoro","Hoima City","Central Ward","Hoima Police HC III","Hoima Police HC III",3554240,1,2022,2,10692,569901.499999996,559209.499999996,1
"oTXa14pgh8f","MOH - Uganda","South Central","Kalangala District","Kalangala Town Council","Kalangala HC IV","Kalangala HC IV",173650,13,2022,52,2178.4,25474,23295.6,1
"oYdsJ8kS1JS","MOH - Uganda","Acholi","Omoro District","Koro Subcounty","Koro Abili HC II","Koro Abili HC II",441000,23,2022,27,12744,74697,61953,1
"odJGvwu2B5W","MOH - Uganda","Tooro","Kyenjojo District","Kyenjojo Town Council","Kyenjojo Prison HC II","Kyenjojo Prison HC II",76720,NA,2022,5,78.7,23386.0999999999,23307.3999999999,1
"olEYjGeLyZf","MOH - Uganda","North Central","Luwero District","Bombo Town Council","Nakatonya HC III","Nakatonya HC III",116640,27,2022,39,373.8,33300,32926.2,1
"olglSUQuS07","MOH - Uganda","Kampala","Kampala District","Makindye Division","Kansanga Domicilliary Clinic HC II","Kansanga Domicilliary Clinic HC II",9666,2,2022,26,12,426,414,1
"oviT3cugAEz","MOH - Uganda","South Central","Lwengo District","Kisekka Subcounty","Kiwangala HC IV","Kiwangala HC IV",1234480,138,2022,13,585,175780.999999997,175195.999999997,1
"oyfr6zwE7bz","MOH - Uganda","Tooro","Bundibugyo District","Kasitu Subcounty","Kyondo (Bundibugyo) HC II","Kyondo (Bundibugyo) HC II",24113880,NA,2022,17,12381.3,1265076,1252694.7,1
"ozM66An1522","MOH - Uganda","Ankole","Ibanda District","Rukiri Subcounty","Mabonwa HC II","Mabonwa HC II",613484,40,2022,26,25922.4,212208.099999999,186285.699999999,1
"pOm3A9Qsw6m","MOH - Uganda","Kigezi","Kabale District","Maziba Subcounty","Kahondo HC III","Kahondo HC III",5256,NA,2022,41,86.4,2145.6,2059.2,1
"pQDmyQ0AA41","MOH - Uganda","Karamoja","Kotido District","Panyangara Subcounty","Kamoru HC II","Kamoru HC II",129600,75,2022,33,3310.2,49680,46369.8,1
"pZhYWxNWH94","MOH - Uganda","Karamoja","Abim District","Lotuke Subcounty","Orwamuge HC III","Orwamuge HC III",336000,70,2022,50,48.2,50519.9999999996,50471.7999999996,1
"pk373UmcJEF","MOH - Uganda","Lango","Alebtong District","Abako Subcounty","Alanyi HC III","Alanyi HC III",307800,38,2022,49,748.8,38938.5,38189.7,1
"pkhPSHZSnr3","MOH - Uganda","Acholi","Lamwo District","Palabek Ogili Subcounty","Akworo HC II","Akworo HC II",411940,781,2022,40,4707,60993,56286,1
